""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"V1"	"V3"	"V13"	"Protein.names"	"Organism"	"Gene.Ontology..biological.process."	"Gene.Ontology.IDs"	"transcript_type"
"457"	"LOC132465723"	24.6076469436404	0.671568846942721	0.21833139808746	3.08456501277335	0.00203850052014275	0.0231119536121839	"XM_060062453.1"	"P35072"	1.44e-45	"Transposable element Tcb1 transposase (Transposable element Barney transposase)"	"Caenorhabditis briggsae"	"DNA integration [GO:0015074]; transposition, DNA-mediated [GO:0006313]"	"GO:0003677; GO:0005634; GO:0006313; GO:0015074"	"mRNA"
"458"	"LOC132466518"	91.3092561167792	0.750351485192912	0.20116461869238	3.73500001204965	0.000187715178226319	0.00415043363096471	"XM_060063769.1"	"Q9Y2T4"	0	"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B gamma isoform (IMYPNO1) (PP2A subunit B isoform B55-gamma) (PP2A subunit B isoform PR55-gamma) (PP2A subunit B isoform R2-gamma) (PP2A subunit B isoform gamma)"	"Homo sapiens (Human)"	""	"GO:0000159; GO:0005829; GO:0019888"	"partial mRNA"
"459"	"LOC132465763"	652.879962942265	0.58561813349112	0.170057918136776	3.4442482627088	0.000572649620811879	0.00941783426946458	"XM_060062519.1"	"Q5DRB8"	0	"Protocadherin gamma-A2 (PCDH-gamma-A2)"	"Pan troglodytes (Chimpanzee)"	"cell adhesion [GO:0007155]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; nervous system development [GO:0007399]"	"GO:0005509; GO:0005886; GO:0007155; GO:0007156; GO:0007399"	"transcript variant X1, mRNA"
"460"	"LOC132465813"	64.46169482768	0.677812548693495	0.19150611330098	3.53971966985645	0.000400552261135394	0.00722920276971487	"XM_060062615.1"	"Q9Y5I4"	0	"Protocadherin alpha-C2 (PCDH-alpha-C2)"	"Homo sapiens (Human)"	"cell adhesion [GO:0007155]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; nervous system development [GO:0007399]"	"GO:0005509; GO:0005886; GO:0007155; GO:0007156; GO:0007399"	"transcript variant X1, mRNA"
"461"	"LOC132465862"	23.4957851034953	-0.621414787375585	0.193509758025391	-3.19800234801894	0.00138383153619783	0.017838896715837	"XM_060062725.1"	"Q8NBS3"	0	"Solute carrier family 4 member 11 (Sodium borate cotransporter 1) (NaBC1)"	"Homo sapiens (Human)"	"bicarbonate transport [GO:0015701]; borate transport [GO:0046713]; cellular cation homeostasis [GO:0030003]; cellular hypotonic response [GO:0071476]; cellular response to oxidative stress [GO:0034599]; fluid transport [GO:0042044]; ion homeostasis [GO:0050801]; proton transmembrane transport [GO:1902600]; regulation of mesenchymal stem cell differentiation [GO:2000739]; regulation of mitochondrial membrane potential [GO:0051881]; sodium ion transport [GO:0006814]; transmembrane transport [GO:0055085]"	"GO:0005272; GO:0005372; GO:0005452; GO:0005886; GO:0006814; GO:0012506; GO:0015078; GO:0015106; GO:0015252; GO:0015293; GO:0015701; GO:0016323; GO:0016324; GO:0022857; GO:0030003; GO:0034599; GO:0042044; GO:0046713; GO:0046715; GO:0046983; GO:0050801; GO:0051881; GO:0055085; GO:0071476; GO:1902600; GO:2000739"	"transcript variant X1, mRNA"
"462"	"gpx3"	22127.6479733367	0.677954835737588	0.220204423401099	3.13385320767705	0.00172527140466092	0.020480776601802	"XM_060062782.1"	"Q4AEH4"	1.9e-76	"Glutathione peroxidase 3 (GPx-3) (GSHPx-3) (EC 1.11.1.9) (Plasma glutathione peroxidase) (GPx-P) (GSHPx-P)"	"Macaca fuscata fuscata (Japanese macaque)"	"response to oxidative stress [GO:0006979]"	"GO:0004602; GO:0005615; GO:0006979; GO:0008430; GO:0042802"	"mRNA"
"463"	"dusp1"	144.421623853042	0.84015778921587	0.16468860547274	5.10116216697955	3.37574156544052e-07	2.9765499574309e-05	"XM_060062825.1"	"P28562"	1.16e-175	"Dual specificity protein phosphatase 1 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase hVH1) (Mitogen-activated protein kinase phosphatase 1) (MAP kinase phosphatase 1) (MKP-1) (Protein-tyrosine phosphatase CL100)"	"Homo sapiens (Human)"	"cell cycle [GO:0007049]; cellular response to chemokine [GO:1990869]; endoderm formation [GO:0001706]; negative regulation of cell adhesion [GO:0007162]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of MAP kinase activity [GO:0043407]; negative regulation of MAPK cascade [GO:0043409]; negative regulation of meiotic cell cycle [GO:0051447]; negative regulation of monocyte chemotaxis [GO:0090027]; negative regulation of p38MAPK cascade [GO:1903753]; peptidyl-serine dephosphorylation [GO:0070262]; peptidyl-threonine dephosphorylation [GO:0035970]; peptidyl-tyrosine dephosphorylation [GO:0035335]; regulation of mitotic cell cycle spindle assembly checkpoint [GO:0090266]"	"GO:0001706; GO:0004721; GO:0004722; GO:0004725; GO:0005634; GO:0005737; GO:0007049; GO:0007162; GO:0008138; GO:0008285; GO:0008330; GO:0017017; GO:0017018; GO:0035335; GO:0035970; GO:0043407; GO:0043409; GO:0051019; GO:0051447; GO:0070262; GO:0090027; GO:0090266; GO:1903753; GO:1990869"	"mRNA"
"464"	"cenpi"	15.3339010572904	-0.645356737918081	0.209617608842456	-3.08376312619422	0.00204400268732081	0.0231384898177221	"XM_060062969.1"	"Q8AYS7"	0	"Centromere protein I (CENP-I)"	"Gallus gallus (Chicken)"	"centromere complex assembly [GO:0034508]"	"GO:0000776; GO:0005634; GO:0034508"	"mRNA"
"465"	"ccdc85b"	32.744911786725	0.634130237208274	0.195248337260696	3.25005584515103	0.00115382348035586	0.0158654316008801	"XM_060063072.1"	"A2CEM9"	7.09e-77	"Coiled-coil domain-containing protein 85B"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"negative regulation of DNA-templated transcription [GO:0045892]; neural tube closure [GO:0001843]"	"GO:0001843; GO:0005634; GO:0005737; GO:0005815; GO:0005912; GO:0045892"	"mRNA"
"466"	"fosl1a"	10.3050628549237	0.704162360695171	0.219874372087812	3.26912581014366	0.00107880322379471	0.0151394465835888	"XM_060063068.1"	"P18625"	2.74e-41	"Fos-related antigen 2 (FRA-2)"	"Gallus gallus (Chicken)"	"keratinocyte development [GO:0003334]; positive regulation of fibroblast proliferation [GO:0048146]; regulation of transcription by RNA polymerase II [GO:0006357]"	"GO:0000978; GO:0000981; GO:0001228; GO:0003334; GO:0003682; GO:0005634; GO:0005654; GO:0006357; GO:0048146; GO:0090575"	"mRNA"
"467"	"LOC132466383"	152.567177903657	0.586943667885549	0.134881347636838	4.34792030504987	1.37434522080866e-05	0.000579720201641971	"XM_060063593.1"	"P25104"	1.29e-35	"Type-1 angiotensin II receptor (Angiotensin II type-1 receptor) (AT1 receptor)"	"Bos taurus (Bovine)"	"calcium-mediated signaling [GO:0019722]; cell chemotaxis [GO:0060326]; G protein-coupled receptor signaling pathway [GO:0007186]; inflammatory response [GO:0006954]; kidney development [GO:0001822]; maintenance of blood vessel diameter homeostasis by renin-angiotensin [GO:0002034]; positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis [GO:1903589]; positive regulation of CoA-transferase activity [GO:1905920]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway [GO:0051482]; positive regulation of macrophage derived foam cell differentiation [GO:0010744]; positive regulation of phospholipase A2 activity [GO:0032430]; positive regulation of protein metabolic process [GO:0051247]; regulation of vasoconstriction [GO:0019229]; Rho protein signal transduction [GO:0007266]; viral entry into host cell [GO:0046718]"	"GO:0001596; GO:0001822; GO:0002034; GO:0004930; GO:0004945; GO:0005886; GO:0006954; GO:0007186; GO:0007204; GO:0007266; GO:0010744; GO:0019229; GO:0019722; GO:0031711; GO:0032430; GO:0046718; GO:0046982; GO:0051247; GO:0051482; GO:0060326; GO:1903589; GO:1905920"	"mRNA"
"468"	"LOC132466372"	16.5737824787196	-0.62938429573895	0.220490478436231	-2.85431081956427	0.00431303108696343	0.0393087397384083	"XM_060063573.1"	"P26038"	0	"Moesin (Membrane-organizing extension spike protein)"	"Homo sapiens (Human)"	"cellular response to testosterone stimulus [GO:0071394]; establishment of endothelial barrier [GO:0061028]; establishment of epithelial cell apical/basal polarity [GO:0045198]; gland morphogenesis [GO:0022612]; immunological synapse formation [GO:0001771]; leukocyte cell-cell adhesion [GO:0007159]; leukocyte migration [GO:0050900]; membrane to membrane docking [GO:0022614]; positive regulation of early endosome to late endosome transport [GO:2000643]; positive regulation of gene expression [GO:0010628]; positive regulation of podosome assembly [GO:0071803]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of protein localization to early endosome [GO:1902966]; regulation of cell shape [GO:0008360]; regulation of cell size [GO:0008361]; regulation of lymphocyte migration [GO:2000401]; regulation of organelle assembly [GO:1902115]; T cell aggregation [GO:0070489]; T cell migration [GO:0072678]; T cell proliferation [GO:0042098]"	"GO:0001771; GO:0001931; GO:0003725; GO:0003779; GO:0005102; GO:0005200; GO:0005615; GO:0005634; GO:0005737; GO:0005829; GO:0005856; GO:0005886; GO:0005902; GO:0005912; GO:0005925; GO:0007159; GO:0008360; GO:0008361; GO:0009986; GO:0010628; GO:0016323; GO:0016324; GO:0019899; GO:0019901; GO:0022612; GO:0022614; GO:0030175; GO:0031143; GO:0031528; GO:0031982; GO:0042098; GO:0045177; GO:0045198; GO:0045732; GO:0048471; GO:0050839; GO:0050900; GO:0061028; GO:0070062; GO:0070489; GO:0071394; GO:0071803; GO:0071944; GO:0072562; GO:0072678; GO:1902115; GO:1902966; GO:2000401; GO:2000643"	"transcript variant X1, mRNA"
"469"	"LOC132466429"	15.6881650457785	0.590310316575772	0.186657447984842	3.15404779201064	0.0016102271380899	0.0196443748547074	NA	NA	NA	NA	NA	NA	NA	NA
"470"	"itk"	37.8470351918298	0.615066110345176	0.161025142968217	3.81857163716061	0.000134226607543839	0.00324306821929656	"XM_060063090.1"	"Q08881"	0	"Tyrosine-protein kinase ITK/TSK (EC 2.7.10.2) (Interleukin-2-inducible T-cell kinase) (IL-2-inducible T-cell kinase) (Kinase EMT) (T-cell-specific kinase) (Tyrosine-protein kinase Lyk)"	"Homo sapiens (Human)"	"activation of phospholipase C activity [GO:0007202]; adaptive immune response [GO:0002250]; B cell receptor signaling pathway [GO:0050853]; cellular defense response [GO:0006968]; gamma-delta T cell activation [GO:0046629]; intracellular signal transduction [GO:0035556]; NK T cell differentiation [GO:0001865]; positive regulation of cytokine production [GO:0001819]; signal transduction [GO:0007165]; T cell activation [GO:0042110]; T cell receptor signaling pathway [GO:0050852]"	"GO:0001819; GO:0001865; GO:0002250; GO:0004713; GO:0004715; GO:0005524; GO:0005634; GO:0005829; GO:0005886; GO:0005911; GO:0006968; GO:0007165; GO:0007202; GO:0035556; GO:0042110; GO:0046629; GO:0046872; GO:0050852; GO:0050853"	"mRNA"
"471"	"lonrf1"	173.900658115861	0.81285544423723	0.146345197197718	5.5537272360454	2.79641727983539e-08	4.05259007177729e-06	"XM_060063091.1"	"D3YY23"	1.14e-136	"LON peptidase N-terminal domain and RING finger protein 1"	"Mus musculus (Mouse)"	""	"GO:0005737; GO:0046872; GO:0061630"	"transcript variant X1, mRNA"
"472"	"aurkb"	54.9830441612506	-1.11012169662598	0.198682831503802	-5.58494941426673	2.33768247815388e-08	3.62359488379959e-06	"XM_060063162.1"	"Q6NW76"	0	"Aurora kinase B (EC 2.7.11.1) (Serine/threonine kinase A) (Serine/threonine-protein kinase 12) (Serine/threonine-protein kinase aurora-B)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"abscission [GO:0009838]; cellular response to UV [GO:0034644]; chromosome segregation [GO:0007059]; cleavage furrow formation [GO:0036089]; microtubule cytoskeleton organization [GO:0000226]; mitotic cytokinesis [GO:0000281]; mitotic cytokinesis checkpoint signaling [GO:0044878]; mitotic spindle midzone assembly [GO:0051256]; mitotic spindle organization [GO:0007052]; negative regulation of B cell apoptotic process [GO:0002903]; negative regulation of cytokinesis [GO:0032466]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cytokinesis [GO:0032467]; positive regulation of mitotic sister chromatid segregation [GO:0062033]; post-translational protein modification [GO:0043687]; protein localization to kinetochore [GO:0034501]; protein phosphorylation [GO:0006468]; regulation of cytokinesis [GO:0032465]"	"GO:0000122; GO:0000226; GO:0000281; GO:0000776; GO:0002903; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005876; GO:0006468; GO:0007052; GO:0007059; GO:0009838; GO:0030496; GO:0031616; GO:0032133; GO:0032465; GO:0032466; GO:0032467; GO:0034501; GO:0034644; GO:0035174; GO:0036089; GO:0043687; GO:0044878; GO:0051233; GO:0051256; GO:0062033; GO:0106310"	"mRNA"
"473"	"slc26a2"	109.015798103803	-0.642847250948073	0.167178804339987	-3.84733830855234	0.000119408031846523	0.00296736054692284	"XM_060063194.1"	"P50443"	0	"Sulfate transporter (Diastrophic dysplasia protein) (Solute carrier family 26 member 2)"	"Homo sapiens (Human)"	"ossification [GO:0001503]; sulfate transmembrane transport [GO:1902358]; sulfate transport [GO:0008272]"	"GO:0001503; GO:0005886; GO:0008271; GO:0008272; GO:0015106; GO:0015108; GO:0015116; GO:0016020; GO:0016324; GO:0019531; GO:0031528; GO:0070062; GO:1902358"	"transcript variant X1, mRNA"
"474"	"pttg1"	56.3301678472062	-0.687215493320492	0.173274425418991	-3.96416480699603	7.36533571518451e-05	0.00204566259702383	NA	NA	NA	NA	NA	NA	NA	NA
"475"	"nme5"	20.0197216544175	-0.644087868187367	0.202663235746882	-3.17680733987063	0.00148905920036595	0.0187499205170506	"XM_060063303.1"	"Q6DGQ8"	9.05e-91	NA	NA	NA	NA	"transcript variant X1, mRNA"
"476"	"pdgfrb"	464.086252215419	0.632441612149591	0.149189781753428	4.23910496710202	2.24412715964031e-05	0.00085539815717852	"XM_060063345.1"	"P79749"	0	"Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor)"	"Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)"	"chemotaxis [GO:0006935]"	"GO:0005019; GO:0005524; GO:0005886; GO:0006935; GO:0031410; GO:0043202"	"mRNA"
"477"	"ppic"	14.6141197796968	0.745801556802038	0.201023064965046	3.70401227342426	0.00021221598362577	0.004534606353767	"XM_060066108.1"	"Q08E11"	5.58e-74	"Peptidyl-prolyl cis-trans isomerase C (PPIase C) (EC 5.2.1.8) (Cyclophilin C) (Rotamase C)"	"Bos taurus (Bovine)"	"protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]"	"GO:0000413; GO:0003755; GO:0005737; GO:0006457; GO:0016018; GO:0043231"	"transcript variant X1, mRNA"
"478"	"pole"	23.3908337652476	-0.957086818574506	0.182174702709073	-5.2357674675648	1.64300701771763e-07	1.64717080262554e-05	"XM_060065608.1"	"Q9WVF7"	0	"DNA polymerase epsilon catalytic subunit A (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-) (DNA polymerase II subunit A)"	"Mus musculus (Mouse)"	"base-excision repair, gap-filling [GO:0006287]; DNA biosynthetic process [GO:0071897]; DNA replication [GO:0006260]; DNA replication proofreading [GO:0045004]; DNA synthesis involved in DNA repair [GO:0000731]; DNA-templated DNA replication [GO:0006261]; embryonic organ development [GO:0048568]; G1/S transition of mitotic cell cycle [GO:0000082]; leading strand elongation [GO:0006272]; mitotic cell cycle [GO:0000278]; nucleotide-excision repair, DNA gap filling [GO:0006297]"	"GO:0000082; GO:0000166; GO:0000278; GO:0000731; GO:0003677; GO:0003682; GO:0003887; GO:0005634; GO:0005654; GO:0005886; GO:0006260; GO:0006261; GO:0006272; GO:0006287; GO:0006297; GO:0008270; GO:0008310; GO:0008622; GO:0045004; GO:0048568; GO:0051539; GO:0071897"	"mRNA"
"479"	"LOC132468026"	14.1039605538107	-0.962330016673247	0.21925923552081	-4.40109086967868	1.07708002445915e-05	0.000483595715276338	"XM_060065660.1"	"Q1XHU0"	1.99e-60	"E3 ubiquitin-protein ligase TRIM39 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM39) (Tripartite motif-containing protein 39)"	"Pan troglodytes (Chimpanzee)"	"apoptotic process [GO:0006915]; innate immune response [GO:0045087]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; positive regulation of apoptotic signaling pathway [GO:2001235]; protein stabilization [GO:0050821]; protein ubiquitination [GO:0016567]; regulation of cell cycle G1/S phase transition [GO:1902806]; regulation of gene expression [GO:0010468]"	"GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006915; GO:0007095; GO:0008270; GO:0010468; GO:0016567; GO:0032435; GO:0042802; GO:0043124; GO:0045087; GO:0050821; GO:0061630; GO:1902806; GO:2001235"	"mRNA"
"480"	"vsig8b"	201.630183637409	0.607443717701487	0.170012913912384	3.57310032968744	0.000352779516902302	0.0065778774380879	"XM_060064828.1"	"Q8WMV3"	1.33e-47	"Coxsackievirus and adenovirus receptor homolog (Coxsackie virus and adenovirus receptor) (BCAR)"	"Bos taurus (Bovine)"	"actin cytoskeleton reorganization [GO:0031532]; AV node cell to bundle of His cell communication [GO:0086067]; cardiac muscle cell development [GO:0055013]; cell-cell junction organization [GO:0045216]; epithelial structure maintenance [GO:0010669]; gamma-delta T cell activation [GO:0046629]; germ cell migration [GO:0008354]; heart development [GO:0007507]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homotypic cell-cell adhesion [GO:0034109]; mitochondrion organization [GO:0007005]; neutrophil chemotaxis [GO:0030593]"	"GO:0001669; GO:0005634; GO:0005737; GO:0005886; GO:0005912; GO:0005923; GO:0007005; GO:0007157; GO:0007507; GO:0008013; GO:0008354; GO:0010669; GO:0014704; GO:0016323; GO:0016327; GO:0030165; GO:0030175; GO:0030426; GO:0030593; GO:0031532; GO:0034109; GO:0043005; GO:0044297; GO:0045121; GO:0045216; GO:0046629; GO:0050839; GO:0055013; GO:0071253; GO:0086067"	"transcript variant X1, mRNA"
"481"	"c11h5orf34"	12.1571724312113	-0.644081569904633	0.17379578842849	-3.69070208971905	0.000223635933598947	0.00472346199146866	"XM_060064443.1"	"A4FUB0"	1.25e-54	"Uncharacterized protein C5orf34 homolog"	"Bos taurus (Bovine)"	""	""	"mRNA"
"482"	"npc1l1"	330.670265009473	0.846589266578988	0.176110441265233	4.81063344118966	1.50452717509136e-06	0.000102706242691465	"XM_060064439.1"	"Q9UHC9"	0	"NPC1-like intracellular cholesterol transporter 1 (NPC1L1) (Niemann-Pick C1-like protein 1)"	"Homo sapiens (Human)"	"cellular response to sterol depletion [GO:0071501]; cholesterol biosynthetic process [GO:0006695]; cholesterol homeostasis [GO:0042632]; cholesterol transport [GO:0030301]; intestinal cholesterol absorption [GO:0030299]; lipoprotein metabolic process [GO:0042157]; sterol transport [GO:0015918]; vitamin E metabolic process [GO:0042360]; vitamin transport [GO:0051180]"	"GO:0005886; GO:0006695; GO:0008431; GO:0015485; GO:0015918; GO:0016020; GO:0016324; GO:0030299; GO:0030301; GO:0030659; GO:0031267; GO:0031489; GO:0032934; GO:0042157; GO:0042360; GO:0042632; GO:0042803; GO:0051180; GO:0071501"	"mRNA"
"483"	"LOC132467269"	75242.9985619135	0.61775699275058	0.195158115901556	3.16914711302495	0.00152886988977745	0.0190289698781228	"XM_060064451.1"	"Q5R536"	7.58e-84	"Alpha-1-antichymotrypsin (ACT) (Serpin A3)"	"Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)"	"acute-phase response [GO:0006953]; negative regulation of peptidase activity [GO:0010466]"	"GO:0004867; GO:0005615; GO:0006953; GO:0010466"	"mRNA"
"484"	"LOC132467568"	84.2145207024816	-0.710174353521119	0.177206442718636	-4.00695107707993	6.15075971973915e-05	0.00178983439399248	"XM_060064921.1"	"Q9D9N8"	3.6e-60	"Protease-associated domain-containing protein 1 (Protease-associated domain-containing protein of 21 kDa)"	"Mus musculus (Mouse)"	""	"GO:0005576"	"mRNA"
"485"	"myl7"	12.2117280277092	0.588991068983637	0.208518967764992	2.81806059088967	0.00483146914728614	0.0422703012007336	"XM_060066063.1"	"F1SSF9"	5.32e-88	"Myosin regulatory light chain 2, atrial isoform (MLC-2a) (MLC2a) (Myosin light chain 2a) (Myosin regulatory light chain 7)"	"Sus scrofa (Pig)"	"cardiac muscle tissue development [GO:0048738]; heart contraction [GO:0060047]"	"GO:0005509; GO:0005737; GO:0016459; GO:0030016; GO:0048738; GO:0060047"	"mRNA"
"486"	"fsta"	12.6288931907919	0.846171760474129	0.215660881754994	2.93230224812205	0.00336459121164899	0.0332071310357967	"XM_060064359.1"	"Q9YHV4"	0	"Follistatin-A (FS) (Activin-binding protein) (Follistatin-1) (zFst1)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"cell differentiation [GO:0030154]; determination of dorsal identity [GO:0048263]; dorsal/ventral pattern formation [GO:0009953]; embryonic viscerocranium morphogenesis [GO:0048703]; midbrain development [GO:0030901]; negative regulation of activin receptor signaling pathway [GO:0032926]; oocyte differentiation [GO:0009994]; otic placode formation [GO:0043049]; regulation of BMP signaling pathway [GO:0030510]"	"GO:0005576; GO:0005615; GO:0009953; GO:0009994; GO:0030154; GO:0030510; GO:0030901; GO:0032926; GO:0043049; GO:0048185; GO:0048263; GO:0048703"	"transcript variant X1, mRNA"
"487"	"etsrp"	52.8985980723936	0.662372228545207	0.170078995114851	3.89646919185059	9.76052168734126e-05	0.00257413974662368	"XM_060065340.1"	"P18756"	4.26e-51	"Protein c-ets-1-B (C-ets-1B) (XE1-B)"	"Xenopus laevis (African clawed frog)"	"positive regulation of endothelial cell migration [GO:0010595]; regulation of angiogenesis [GO:0045765]; regulation of transcription by RNA polymerase II [GO:0006357]"	"GO:0003700; GO:0005634; GO:0005737; GO:0006357; GO:0010595; GO:0043565; GO:0045765"	"mRNA"
"488"	"dhfr"	126.209872466744	-0.968704701672642	0.213281503020846	-4.55502085092653	5.23803823390187e-06	0.000276783991442677	"XM_060065933.1"	"P00375"	1.22e-75	"Dihydrofolate reductase (EC 1.5.1.3)"	"Mus musculus (Mouse)"	"axon regeneration [GO:0031103]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process [GO:0006545]; positive regulation of nitric-oxide synthase activity [GO:0051000]; regulation of removal of superoxide radicals [GO:2000121]; response to methotrexate [GO:0031427]; response to nicotine [GO:0035094]; tetrahydrobiopterin biosynthetic process [GO:0006729]; tetrahydrofolate biosynthetic process [GO:0046654]; tetrahydrofolate interconversion [GO:0035999]; tetrahydrofolate metabolic process [GO:0046653]"	"GO:0000900; GO:0003729; GO:0004146; GO:0005542; GO:0005634; GO:0005737; GO:0005739; GO:0005743; GO:0005759; GO:0005829; GO:0006545; GO:0006729; GO:0031103; GO:0031427; GO:0035094; GO:0035999; GO:0046452; GO:0046653; GO:0046654; GO:0046655; GO:0050661; GO:0051000; GO:0051871; GO:0070402; GO:1990825; GO:2000121"	"mRNA"
"489"	"LOC132468375"	50.8587572592291	0.583450502572773	0.210400175331703	2.77851870720957	0.00546073688159084	0.0457916424574623	NA	NA	NA	NA	NA	NA	NA	NA
"490"	"decr1"	1471.99332250211	0.931490969643582	0.177752938307406	5.24545498914934	1.55897117740684e-07	1.59571056809118e-05	"XM_060065429.1"	"Q64591"	3e-155	"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial (EC 1.3.1.124) (2,4-dienoyl-CoA reductase [NADPH]) (4-enoyl-CoA reductase [NADPH])"	"Rattus norvegicus (Rat)"	"fatty acid beta-oxidation [GO:0006635]; positive regulation of cold-induced thermogenesis [GO:0120162]"	"GO:0005739; GO:0006635; GO:0008670; GO:0042802; GO:0070402; GO:0120162; GO:1902494"	"mRNA"
"491"	"LOC132468249"	15.1960872256431	0.627575831200377	0.218070503014675	2.91166529622848	0.0035950763420656	0.0348484320654399	NA	NA	NA	NA	NA	NA	NA	NA
"492"	"tbc1d31"	26.2356851782963	-0.699534656733339	0.164813984576831	-4.23561510685099	2.27926906726506e-05	0.000857626255464233	"XM_060064933.1"	"H2LP95"	0	"TBC1 domain family member 31"	"Oryzias latipes (Japanese rice fish) (Japanese killifish)"	"cilium assembly [GO:0060271]"	"GO:0005737; GO:0005813; GO:0034451; GO:0036064; GO:0060090; GO:0060271"	"mRNA"
"493"	"sntb1"	184.873302846811	0.606805019706409	0.156772741973285	3.87198573648325	0.000107952270898205	0.00278676788207588	"XM_060064180.1"	"Q99L88"	0	"Beta-1-syntrophin (59 kDa dystrophin-associated protein A1 basic component 1) (DAPA1B) (Syntrophin-2)"	"Mus musculus (Mouse)"	""	"GO:0003779; GO:0005198; GO:0005516; GO:0005737; GO:0005856; GO:0016010; GO:0030165; GO:0032991; GO:0042383; GO:0045202; GO:0070161"	"mRNA"
"494"	"dscc1"	13.3511572478279	-0.669221713634848	0.209824649353322	-3.19262489142391	0.0014098596165714	0.0179913820468663	"XM_060064284.1"	"Q66I84"	0	"Sister chromatid cohesion protein DCC1 (Defective in sister chromatid cohesion protein 1 homolog)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"DNA replication [GO:0006260]; maintenance of mitotic sister chromatid cohesion [GO:0034088]; regulation of DNA replication [GO:0006275]"	"GO:0000775; GO:0000785; GO:0003677; GO:0006260; GO:0006275; GO:0031390; GO:0034088"	"mRNA"
"495"	"ntd5"	288.294257523874	-0.762051374588139	0.190889916319271	-3.99061805304725	6.59013363766452e-05	0.00187664953413415	"XM_060064512.1"	"P33703"	6.52e-24	"Beta-2-glycoprotein 1 (Apolipoprotein H) (Apo-H) (Beta-2-glycoprotein I) (B2GPI) (Beta(2)GPI)"	"Canis lupus familiaris (Dog) (Canis familiaris)"	"blood coagulation, intrinsic pathway [GO:0007597]; negative regulation of angiogenesis [GO:0016525]; negative regulation of blood coagulation [GO:0030195]; negative regulation of endothelial cell migration [GO:0010596]; negative regulation of endothelial cell proliferation [GO:0001937]; negative regulation of fibrinolysis [GO:0051918]; negative regulation of myeloid cell apoptotic process [GO:0033033]; negative regulation of smooth muscle cell apoptotic process [GO:0034392]; plasminogen activation [GO:0031639]; positive regulation of lipoprotein lipase activity [GO:0051006]; triglyceride metabolic process [GO:0006641]"	"GO:0001937; GO:0005543; GO:0006641; GO:0007597; GO:0008201; GO:0009986; GO:0010596; GO:0016525; GO:0030195; GO:0031639; GO:0033033; GO:0034361; GO:0034364; GO:0034392; GO:0042627; GO:0042802; GO:0051006; GO:0051918; GO:0060230"	"mRNA"
"496"	"ttyh1"	407.169076289209	1.09890264844251	0.208616741751569	5.29896578195343	1.16460455101096e-07	1.29138763735966e-05	"XM_060064034.1"	"Q0V9V9"	1.12e-110	"Protein tweety homolog 1"	"Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)"	""	"GO:0005254; GO:0005886; GO:0034707"	"transcript variant X1, mRNA"
"497"	"LOC132467619"	504.204192952205	-0.738807772443549	0.204222130565206	-3.61797240843151	0.000296920040952588	0.00572597976208567	"XM_060065048.1"	"Q92122"	8.6e-173	"Pyruvate kinase PKM (EC 2.7.1.40) (Cytosolic thyroid hormone-binding protein) (CTHBP)"	"Xenopus laevis (African clawed frog)"	""	"GO:0000287; GO:0004743; GO:0005524; GO:0016301; GO:0030955"	"transcript variant X1, mRNA"
