""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"V1"	"V3"	"V13"	"Protein.names"	"Organism"	"Gene.Ontology..biological.process."	"Gene.Ontology.IDs"	"transcript_type"
"1683"	"ccdc71"	82.8464266409525	0.746586099758924	0.135085460551811	5.52511236677765	3.29274802804515e-08	9.53385287321815e-07	NA	NA	NA	NA	NA	NA	NA	NA
"1684"	"nelfcd"	135.262989809708	-0.58336765848351	0.112066867966142	-5.20560680106326	1.93363695858437e-07	4.34873453042245e-06	"XM_060069112.1"	"Q5RFA0"	0	"Negative elongation factor D (NELF-D) (TH1-like protein)"	"Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)"	"negative regulation of DNA-templated transcription [GO:0045892]"	"GO:0003723; GO:0005634; GO:0045892"	"mRNA"
"1685"	"LOC132470459"	11.4466650486956	-0.87309040090686	0.262543587297789	-3.3299397318276	0.000868647836336838	0.00448420125049899	"XM_060069100.1"	"Q3KP66"	5.86e-33	"Innate immunity activator protein"	"Homo sapiens (Human)"	"adherens junction maintenance [GO:0034334]; innate immune response [GO:0045087]; intestinal epithelial structure maintenance [GO:0060729]; nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070431]; pattern recognition receptor signaling pathway [GO:0002221]; positive regulation of cytokine production involved in immune response [GO:0002720]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of interleukin-10 production [GO:0032733]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of stress-activated MAPK cascade [GO:0032874]; reactive oxygen species biosynthetic process [GO:1903409]; response to muramyl dipeptide [GO:0032495]; response to peptidoglycan [GO:0032494]"	"GO:0002221; GO:0002720; GO:0005634; GO:0005654; GO:0005737; GO:0016604; GO:0031398; GO:0032494; GO:0032495; GO:0032731; GO:0032733; GO:0032755; GO:0032874; GO:0034334; GO:0043123; GO:0043410; GO:0045087; GO:0060729; GO:0070431; GO:1903409"	"transcript variant X1, mRNA"
"1686"	"cdk2"	15.7281541175757	-0.705981990708536	0.193310057195076	-3.64935707003998	0.000262897466018758	0.00171013033276597	"XM_060069568.1"	"P43450"	0	"Cyclin-dependent kinase 2 (EC 2.7.11.22) (Cell division protein kinase 2)"	"Carassius auratus (Goldfish)"	"cell cycle [GO:0007049]; cell division [GO:0051301]; protein phosphorylation [GO:0006468]"	"GO:0004693; GO:0005524; GO:0006468; GO:0007049; GO:0051301; GO:0097472; GO:0106310"	"transcript variant X1, mRNA"
"1687"	"mmp19"	17.4318489312466	-0.850983309305869	0.253136872891909	-3.35633895185748	0.000789817055179136	0.00415262276275047	"XM_060068483.1"	"Q9JHI0"	3.34e-158	"Matrix metalloproteinase-19 (MMP-19) (EC 3.4.24.-) (Matrix metalloproteinase RASI)"	"Mus musculus (Mouse)"	"angiogenesis [GO:0001525]; cell differentiation [GO:0030154]; collagen catabolic process [GO:0030574]; extracellular matrix organization [GO:0030198]; luteolysis [GO:0001554]; ovarian follicle development [GO:0001541]; ovulation from ovarian follicle [GO:0001542]; proteolysis [GO:0006508]; response to cAMP [GO:0051591]; response to hormone [GO:0009725]"	"GO:0001525; GO:0001541; GO:0001542; GO:0001554; GO:0004222; GO:0005576; GO:0005615; GO:0005886; GO:0006508; GO:0008270; GO:0009725; GO:0030154; GO:0030198; GO:0030574; GO:0031012; GO:0051591"	"mRNA"
"1688"	"LOC132470098"	169.214675622379	0.755348411982093	0.226925112247815	3.32823160853415	0.000873991731033215	0.00451018287099531	"XM_060068245.1"	"Q99490"	0	"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 (AGAP-2) (Centaurin-gamma-1) (Cnt-g1) (GTP-binding and GTPase-activating protein 2) (GGAP2) (Phosphatidylinositol 3-kinase enhancer) (PIKE)"	"Homo sapiens (Human)"	"actin cytoskeleton organization [GO:0030036]; activation of GTPase activity [GO:0090630]; endosomal transport [GO:0016197]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of protein catabolic process [GO:0042177]; positive regulation of 1-phosphatidylinositol-3-kinase activity [GO:0061903]; positive regulation of protein kinase activity [GO:0045860]; protein transport [GO:0015031]"	"GO:0003924; GO:0005096; GO:0005524; GO:0005525; GO:0005634; GO:0005654; GO:0005737; GO:0005768; GO:0005829; GO:0015031; GO:0016020; GO:0016197; GO:0019901; GO:0030036; GO:0030295; GO:0035014; GO:0042177; GO:0043524; GO:0045860; GO:0046872; GO:0061903; GO:0070062; GO:0090543; GO:0090630"	"transcript variant X1, mRNA"
"1689"	"calcoco1b"	34.4809054383221	-1.07958409728306	0.231875210213658	-4.65369343150674	3.26041453229729e-06	4.59626561763891e-05	"XM_060068445.1"	"A2BGD5"	8.55e-79	"Calcium-binding and coiled-coil domain-containing protein 1"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"positive regulation of transcription by RNA polymerase II [GO:0045944]"	"GO:0003713; GO:0005634; GO:0005737; GO:0045944"	"transcript variant X1, mRNA"
"1690"	"esyt1b"	402.430731122995	-0.970223172429668	0.14463944097938	-6.7076201214355	1.978241017941e-11	1.38629778774165e-09	"XM_060069921.1"	"Q3U7R1"	9.29e-122	"Extended synaptotagmin-1 (E-Syt1) (Membrane-bound C2 domain-containing protein)"	"Mus musculus (Mouse)"	"endoplasmic reticulum-plasma membrane tethering [GO:0061817]; intermembrane lipid transfer [GO:0120009]"	"GO:0005509; GO:0005544; GO:0005783; GO:0005789; GO:0008429; GO:0031210; GO:0031234; GO:0035091; GO:0042802; GO:0061817; GO:0120009; GO:0120014"	"partial mRNA"
"1691"	"LOC132470122"	13.6130457572008	0.79190999134545	0.199561857246792	3.95627610498329	7.61271698932556e-05	0.000620045326486	"XM_060068411.1"	"A0N0X6"	0	"Leucine-rich repeat neuronal protein 1 (Neuronal leucine-rich repeat protein 1) (NLRR-1)"	"Bos taurus (Bovine)"	"positive regulation of synapse assembly [GO:0051965]"	"GO:0005615; GO:0016020; GO:0031012; GO:0051965"	"mRNA"
"1692"	"LOC132470159"	282.156462494573	-0.665719863499603	0.185784903600982	-3.58333911496809	0.000339229737305676	0.0020895399445249	"XM_060068488.1"	"O35780"	7.66e-66	"Class E basic helix-loop-helix protein 40 (bHLHe40) (Class B basic helix-loop-helix protein 2) (bHLHb2) (Enhancer-of-split and hairy-related protein 2) (SHARP-2)"	"Rattus norvegicus (Rat)"	"anterior/posterior pattern specification [GO:0009952]; circadian regulation of gene expression [GO:0032922]; circadian rhythm [GO:0007623]; entrainment of circadian clock by photoperiod [GO:0043153]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; regulation of circadian rhythm [GO:0042752]; regulation of neurogenesis [GO:0050767]; regulation of neuronal synaptic plasticity [GO:0048168]; regulation of transcription by RNA polymerase II [GO:0006357]; response to light stimulus [GO:0009416]"	"GO:0000122; GO:0000978; GO:0000981; GO:0001227; GO:0003677; GO:0005634; GO:0005737; GO:0006357; GO:0007399; GO:0007623; GO:0009416; GO:0009952; GO:0019904; GO:0032922; GO:0042752; GO:0042803; GO:0043153; GO:0043425; GO:0043426; GO:0043433; GO:0045892; GO:0046982; GO:0048168; GO:0050767; GO:0061629; GO:0070888; GO:1990837"	"mRNA"
"1693"	"LOC132470194"	397.833294441343	0.809499172604859	0.166481109459327	4.86193499937706	1.16243797408238e-06	1.98319051886422e-05	"XM_060068546.1"	"Q9H8H3"	6.69e-83	"Putative methyltransferase-like protein 7A (EC 2.1.1.-) (Protein AAM-B)"	"Homo sapiens (Human)"	"methylation [GO:0032259]"	"GO:0005576; GO:0005783; GO:0005811; GO:0008168; GO:0016020; GO:0032259; GO:1904724"	"mRNA"
"1694"	"atf1"	122.43624230547	0.701997567214604	0.159222172366282	4.40727688327975	1.04678339374046e-05	0.000120513015155549	"XM_060068537.1"	"Q08DA8"	5.1e-75	"Cyclic AMP-dependent transcription factor ATF-1 (cAMP-dependent transcription factor ATF-1) (Activating transcription factor 1)"	"Bos taurus (Bovine)"	"regulation of transcription by RNA polymerase II [GO:0006357]; response to stimulus [GO:0050896]"	"GO:0000978; GO:0000981; GO:0005667; GO:0006357; GO:0050896; GO:1990589"	"transcript variant X1, mRNA"
"1695"	"larp4ab"	288.717115979469	-0.598639305788435	0.175628083804887	-3.40881123806112	0.0006524660968144	0.00355013998514242	"XM_060068330.1"	"Q71RC2"	3.44e-112	"La-related protein 4 (La ribonucleoprotein domain family member 4)"	"Homo sapiens (Human)"	"cytoskeleton organization [GO:0007010]; positive regulation of translation [GO:0045727]; post-transcriptional regulation of gene expression [GO:0010608]; regulation of cell morphogenesis [GO:0022604]; translation [GO:0006412]"	"GO:0003723; GO:0003730; GO:0005829; GO:0006412; GO:0007010; GO:0008143; GO:0010494; GO:0010608; GO:0016020; GO:0022604; GO:0045727"	"transcript variant X1, mRNA"
"1696"	"espl1"	8.32394698069887	-1.30761819602088	0.243099424894272	-5.3254302314837	1.00714368862066e-07	2.47201799443847e-06	"XM_060068239.1"	"P60330"	1.06e-136	"Separin (EC 3.4.22.49) (Caspase-like protein ESPL1) (Extra spindle poles-like 1 protein) (Separase)"	"Mus musculus (Mouse)"	"chromosome segregation [GO:0007059]; homologous chromosome segregation [GO:0045143]; meiosis I [GO:0007127]; meiotic chromosome separation [GO:0051307]; meiotic spindle organization [GO:0000212]; mitotic cell cycle [GO:0000278]; mitotic sister chromatid segregation [GO:0000070]; proteolysis [GO:0006508]"	"GO:0000070; GO:0000212; GO:0000278; GO:0004197; GO:0005634; GO:0005737; GO:0005813; GO:0006508; GO:0007059; GO:0007127; GO:0008233; GO:0008234; GO:0045143; GO:0051307; GO:0072686"	"mRNA"
"1697"	"endou"	4111.79018207337	0.727147487486233	0.173025051924233	4.20262408038021	2.63838540976156e-05	0.000259650059389425	"XM_060068534.1"	"Q9PTU6"	0	"Uridylate-specific endoribonuclease (EC 4.6.1.-) (Pancreatic protein with two somatomedin-B domains) (Protein endoU)"	"Paralichthys olivaceus (Bastard halibut) (Hippoglossus olivaceus)"	"immune response [GO:0006955]"	"GO:0003723; GO:0004521; GO:0005044; GO:0005576; GO:0006955; GO:0016829; GO:0030247; GO:0046872"	"mRNA"
"1698"	"mustn1a"	133.740747335929	-1.16352016369649	0.162831443881838	-7.14253524896665	9.16250098851566e-13	9.42919593859389e-11	NA	NA	NA	NA	NA	NA	NA	NA
"1699"	"LOC132470175"	141.679739730554	-0.641706522084255	0.202861768549631	-3.16274671467509	0.00156288244159991	0.00717669284515615	"XM_060068520.1"	"Q66H84"	0	"MAP kinase-activated protein kinase 3 (MAPK-activated protein kinase 3) (MAPKAP kinase 3) (MAPKAP-K3) (MAPKAPK-3) (MK-3) (EC 2.7.11.1)"	"Rattus norvegicus (Rat)"	"intracellular signal transduction [GO:0035556]; macropinocytosis [GO:0044351]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]; response to cytokine [GO:0034097]; response to lipopolysaccharide [GO:0032496]; toll-like receptor signaling pathway [GO:0002224]"	"GO:0002224; GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0009931; GO:0018105; GO:0032496; GO:0034097; GO:0035556; GO:0044351; GO:0046777; GO:0051019; GO:0106310"	"transcript variant X1, mRNA"
"1700"	"sec61a1a"	660.986498263538	-1.04488879683142	0.158156415814232	-6.60659056259615	3.93271731325818e-11	2.54678559580907e-09	"XM_060068482.1"	"Q8AY32"	0	"Protein transport protein Sec61 subunit alpha"	"Gadus ogac (Greenland cod)"	"pronephric nephron development [GO:0039019]; protein targeting to ER [GO:0045047]"	"GO:0005789; GO:0039019; GO:0045047"	"mRNA"
"1701"	"fancd2"	13.7351052843278	-1.8416132160334	0.232290913019998	-7.8176556042186	5.38161848790995e-15	9.2935425935264e-13	"XM_060068573.1"	"Q9BXW9"	0	"Fanconi anemia group D2 protein (Protein FACD2)"	"Homo sapiens (Human)"	"brain morphogenesis [GO:0048854]; cellular response to oxidative stress [GO:0034599]; double-strand break repair involved in meiotic recombination [GO:1990918]; gamete generation [GO:0007276]; homologous chromosome pairing at meiosis [GO:0007129]; interstrand cross-link repair [GO:0036297]; mitotic intra-S DNA damage checkpoint signaling [GO:0031573]; neuronal stem cell population maintenance [GO:0097150]; regulation of CD40 signaling pathway [GO:2000348]; regulation of DNA-binding transcription factor activity [GO:0051090]; regulation of inflammatory response [GO:0050727]; regulation of regulatory T cell differentiation [GO:0045589]; response to gamma radiation [GO:0010332]"	"GO:0000785; GO:0000793; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0007129; GO:0007276; GO:0010332; GO:0016604; GO:0031573; GO:0034599; GO:0036297; GO:0045589; GO:0048854; GO:0050727; GO:0051090; GO:0070182; GO:0097150; GO:1990391; GO:1990918; GO:2000348"	"mRNA"
"1702"	"padi2"	35.3377208039795	-0.831139208806468	0.210435302903542	-3.94618222455451	7.940718931554e-05	0.000640645544055186	"XM_060068412.1"	"P20717"	0	"Protein-arginine deiminase type-2 (EC 3.5.3.15) (Peptidylarginine deiminase II) (Protein-arginine deiminase type II)"	"Rattus norvegicus (Rat)"	"cellular response to leukemia inhibitory factor [GO:1990830]; intracellular estrogen receptor signaling pathway [GO:0030520]; negative regulation of chemokine-mediated signaling pathway [GO:0070100]; negative regulation of lymphocyte chemotaxis [GO:1901624]; transcription initiation-coupled chromatin remodeling [GO:0045815]"	"GO:0000791; GO:0004668; GO:0005509; GO:0005634; GO:0005737; GO:0030331; GO:0030520; GO:0042803; GO:0045815; GO:0070100; GO:0140798; GO:1901624; GO:1990830"	"transcript variant X1, mRNA"
"1703"	"LOC132470965"	14.3192971780275	-0.725567974262151	0.259219346593726	-2.79891010805078	0.00512754098509676	0.0184520241949426	"XM_060069929.1"	"O43295"	0	"SLIT-ROBO Rho GTPase-activating protein 3 (srGAP3) (Mental disorder-associated GAP) (Rho GTPase-activating protein 14) (WAVE-associated Rac GTPase-activating protein) (WRP)"	"Homo sapiens (Human)"	"negative regulation of cell migration [GO:0030336]; regulation of small GTPase mediated signal transduction [GO:0051056]; signal transduction [GO:0007165]"	"GO:0005096; GO:0005737; GO:0005829; GO:0007165; GO:0030336; GO:0051056"	"mRNA"
"1704"	"ccnd3"	47.3745991877997	0.64815538212765	0.18670056418803	3.4691459018921	0.000522115825699354	0.00295715453240734	"XM_060070285.1"	"P30280"	2.07e-57	"G1/S-specific cyclin-D2"	"Mus musculus (Mouse)"	"adult locomotory behavior [GO:0008344]; cell division [GO:0051301]; cellular response to X-ray [GO:0071481]; G1/S transition of mitotic cell cycle [GO:0000082]; long-term memory [GO:0007616]; mitotic cell cycle phase transition [GO:0044772]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cardiac muscle cell differentiation [GO:2000726]; positive regulation of cardiac muscle cell proliferation [GO:0060045]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0045737]; positive regulation of epithelial cell proliferation [GO:0050679]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of protein phosphorylation [GO:0001934]; regulation of cell cycle [GO:0051726]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]"	"GO:0000079; GO:0000082; GO:0000307; GO:0000785; GO:0001934; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0007616; GO:0008284; GO:0008344; GO:0016538; GO:0019901; GO:0031965; GO:0043066; GO:0044772; GO:0045737; GO:0050679; GO:0051301; GO:0051726; GO:0060045; GO:0071481; GO:0097129; GO:1900087; GO:2000726"	"mRNA"
"1705"	"mrpl20"	187.586002776401	0.60232421233334	0.100512753847496	5.99144382950323	2.07986163411705e-09	8.49872475056393e-08	"XM_060070236.1"	"Q5U4Z8"	4.15e-61	"39S ribosomal protein L20, mitochondrial (L20mt) (MRP-L20)"	"Xenopus laevis (African clawed frog)"	"translation [GO:0006412]"	"GO:0003735; GO:0005762; GO:0006412; GO:0019843"	"mRNA"
"1706"	"LOC132471155"	142.081054267907	0.691318327805182	0.158744927635599	4.35346590929684	1.34001941539035e-05	0.000148384134653835	"XM_060070245.1"	"Q9ESJ4"	1.26e-168	"NCK-interacting protein with SH3 domain (54 kDa VacA-interacting protein) (VIP54) (90 kDa N-WASP-interacting protein) (90 kDa SH3 protein interacting with Nck) (SH3 adapter protein SPIN90) (WASP-interacting SH3-domain protein) (WISH) (Wiskott-Aldrich syndrome protein-binding protein) (N-WASP-binding protein)"	"Mus musculus (Mouse)"	"endocytosis [GO:0006897]; positive regulation of neuron projection development [GO:0010976]"	"GO:0006897; GO:0008180; GO:0010976; GO:0017124; GO:0071933"	"mRNA"
"1707"	"stau1"	138.165791990818	0.616443713643546	0.191091694755104	3.22475001373779	0.00126082712263881	0.00602422866963064	"XM_060070415.1"	"O95793"	0	"Double-stranded RNA-binding protein Staufen homolog 1"	"Homo sapiens (Human)"	"anterograde dendritic transport of messenger ribonucleoprotein complex [GO:0098964]; cellular response to oxidative stress [GO:0034599]; germ cell development [GO:0007281]; intracellular mRNA localization [GO:0008298]; modification of postsynaptic structure [GO:0099010]; positive regulation by virus of viral protein levels in host cell [GO:0046726]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of viral genome replication [GO:0045070]; protein localization to synapse [GO:0035418]"	"GO:0003723; GO:0003725; GO:0003729; GO:0005737; GO:0005783; GO:0005791; GO:0005829; GO:0005875; GO:0005886; GO:0007281; GO:0008157; GO:0008298; GO:0010494; GO:0016020; GO:0030425; GO:0032839; GO:0034599; GO:0035418; GO:0036464; GO:0043005; GO:0043025; GO:0044297; GO:0045070; GO:0046726; GO:0070062; GO:0098964; GO:0098978; GO:0099010; GO:1900273; GO:1990124"	"mRNA"
"1708"	"LOC132471181"	28.4250647724599	-0.735773453834723	0.165476764785783	-4.44101961591662	8.95336319368224e-06	0.000105763425478465	"XM_060070294.1"	"F1RE08"	1.81e-174	"Prostacyclin synthase (EC 5.3.99.4) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152) (Prostaglandin I2 synthase) (PGIS)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"prostaglandin biosynthetic process [GO:0001516]"	"GO:0001516; GO:0004497; GO:0005506; GO:0005789; GO:0008116; GO:0016705; GO:0020037; GO:0106256"	"mRNA"
"1709"	"LOC132470716"	166.237974569574	1.51885510969291	0.197817410505562	7.6722463606095	1.69009936828803e-14	2.55381056629022e-12	"XM_060069534.1"	"P04897"	0	"Guanine nucleotide-binding protein G(i) subunit alpha-2 (Adenylate cyclase-inhibiting G alpha protein)"	"Rattus norvegicus (Rat)"	"adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell population proliferation [GO:0008283]; G protein-coupled acetylcholine receptor signaling pathway [GO:0007213]; G protein-coupled adenosine receptor signaling pathway [GO:0001973]; G protein-coupled receptor signaling pathway [GO:0007186]; gamma-aminobutyric acid signaling pathway [GO:0007214]; negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process [GO:0140199]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of calcium ion-dependent exocytosis [GO:0045955]; negative regulation of protein tyrosine phosphatase activity [GO:1903614]; negative regulation of synaptic transmission [GO:0050805]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of insulin receptor signaling pathway [GO:0046628]; positive regulation of NAD(P)H oxidase activity [GO:0033864]; positive regulation of neural precursor cell proliferation [GO:2000179]; positive regulation of renal sodium excretion [GO:0035815]; positive regulation of superoxide anion generation [GO:0032930]; positive regulation of urine volume [GO:0035810]; positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]; regulation of calcium ion transport [GO:0051924]"	"GO:0001664; GO:0001973; GO:0003924; GO:0005525; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005829; GO:0005834; GO:0005886; GO:0007049; GO:0007186; GO:0007188; GO:0007189; GO:0007193; GO:0007213; GO:0007214; GO:0008283; GO:0008284; GO:0016020; GO:0030335; GO:0030425; GO:0030496; GO:0031683; GO:0032930; GO:0033864; GO:0035810; GO:0035815; GO:0044297; GO:0045121; GO:0045202; GO:0045955; GO:0046628; GO:0046872; GO:0050805; GO:0051301; GO:0051924; GO:0070374; GO:0098992; GO:0140199; GO:1903614; GO:1904707; GO:2000179; GO:2001234"	"mRNA"
"1710"	"tnfrsf18"	60.7239415418411	-0.620283205403972	0.235233883374828	-2.63931264398511	0.0083074328126553	0.0268771675159052	NA	NA	NA	NA	NA	NA	NA	NA
"1711"	"LOC132470452"	10.5415985565531	-1.03809944387265	0.24236262204477	-4.27368726604629	1.92266659672368e-05	0.00020166450941485	NA	NA	NA	NA	NA	NA	NA	NA
"1712"	"mst1"	4269.396583038	0.60802306607172	0.151293336934262	4.01882566962951	5.84889247469212e-05	0.000503824431341353	"XM_060069720.1"	"P26927"	0	"Hepatocyte growth factor-like protein (Macrophage stimulatory protein) (Macrophage-stimulating protein) (MSP) [Cleaved into: Hepatocyte growth factor-like protein alpha chain; Hepatocyte growth factor-like protein beta chain]"	"Homo sapiens (Human)"	"negative regulation of gluconeogenesis [GO:0045721]; proteolysis [GO:0006508]; regulation of cAMP-dependent protein kinase activity [GO:2000479]; regulation of receptor signaling pathway via JAK-STAT [GO:0046425]"	"GO:0005102; GO:0005576; GO:0005615; GO:0006508; GO:0030971; GO:0045721; GO:0046425; GO:0062023; GO:2000479"	"transcript variant X1, mRNA"
"1713"	"cacna2d2a"	34.3704152014638	-0.636445424788804	0.207593563446836	-3.06373285988706	0.00218594010320482	0.00937311473162552	"XM_060069938.1"	"Q6PHS9"	0	"Voltage-dependent calcium channel subunit alpha-2/delta-2 (Protein ducky) (Voltage-gated calcium channel subunit alpha-2/delta-2) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-2; Voltage-dependent calcium channel subunit delta-2]"	"Mus musculus (Mouse)"	"calcium ion transport [GO:0006816]; muscle cell development [GO:0055001]; neuromuscular junction development [GO:0007528]; organ growth [GO:0035265]; positive regulation of organ growth [GO:0046622]; regulation of heart contraction [GO:0008016]; regulation of ion transmembrane transport [GO:0034765]; regulation of multicellular organism growth [GO:0040014]; rhythmic synaptic transmission [GO:0060024]"	"GO:0005245; GO:0005886; GO:0005891; GO:0006816; GO:0007528; GO:0008016; GO:0034765; GO:0035265; GO:0040014; GO:0046622; GO:0046872; GO:0055001; GO:0060024"	"mRNA"
"1714"	"LOC132470417"	123.57802156858	-0.999580925170501	0.169836610276293	-5.885725274169	3.963121595167e-09	1.51686126278344e-07	"XM_060069036.1"	"Q99MK9"	2.76e-119	"Ras association domain-containing protein 1 (Protein 123F2)"	"Mus musculus (Mouse)"	"cell cycle [GO:0007049]; cellular response to DNA damage stimulus [GO:0006974]; positive regulation of protein ubiquitination [GO:0031398]; protein stabilization [GO:0050821]; Ras protein signal transduction [GO:0007265]; regulation of cell cycle [GO:0051726]; regulation of cell cycle G1/S phase transition [GO:1902806]; signal transduction [GO:0007165]"	"GO:0000922; GO:0005634; GO:0005737; GO:0005815; GO:0005874; GO:0006974; GO:0007049; GO:0007165; GO:0007265; GO:0015630; GO:0031267; GO:0031398; GO:0042802; GO:0046872; GO:0047485; GO:0050821; GO:0051726; GO:1902806"	"transcript variant X1, mRNA"
"1715"	"hemk1"	75.7271557424517	0.896172339510227	0.200595715689356	4.46389005729808	8.04848739894696e-06	9.6488725792665e-05	"XM_060069043.1"	"Q9Y5R4"	1.28e-83	"MTRF1L release factor glutamine methyltransferase (EC 2.1.1.297) (HemK methyltransferase family member 1) (M.HsaHemKP)"	"Homo sapiens (Human)"	"DNA methylation [GO:0006306]"	"GO:0003677; GO:0005739; GO:0006306; GO:0008170; GO:0008276; GO:0008757; GO:0102559"	"mRNA"
"1716"	"asb14a"	20.0231500305884	-0.760563426300951	0.176877631099586	-4.29503981498634	1.74661987220146e-05	0.000186985002702246	"XM_060069028.1"	"Q8C6Y6"	0	"Ankyrin repeat and SOCS box protein 14"	"Mus musculus (Mouse)"	"intracellular signal transduction [GO:0035556]; protein ubiquitination [GO:0016567]"	"GO:0016567; GO:0035556"	"transcript variant X1, mRNA"
"1717"	"LOC132470840"	293.398995192181	-0.606636280794109	0.171830446367217	-3.53074183025223	0.000414396007255617	0.00245858015593046	"XM_060069737.1"	"A4K2M3"	0	"Serine/threonine-protein kinase 4 (EC 2.7.11.1) [Cleaved into: Serine/threonine-protein kinase 4 37kDa subunit (MST1/N); Serine/threonine-protein kinase 4 18kDa subunit (MST1/C)]"	"Papio anubis (Olive baboon)"	"apoptotic process [GO:0006915]; hippo signaling [GO:0035329]; protein phosphorylation [GO:0006468]; protein tetramerization [GO:0051262]"	"GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0006915; GO:0035329; GO:0046872; GO:0051262; GO:0106310"	"transcript variant X1, mRNA"
"1718"	"mcm2"	16.205445728071	-1.15165819289628	0.222722557008637	-5.15503768356688	2.5357992879633e-07	5.44952658832529e-06	"XM_060068902.1"	"Q6DIH3"	0	"DNA replication licensing factor mcm2 (EC 3.6.4.12) (Minichromosome maintenance protein 2)"	"Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)"	"cell cycle [GO:0007049]; DNA replication initiation [GO:0006270]; DNA unwinding involved in DNA replication [GO:0006268]; negative regulation of DNA helicase activity [GO:1905775]; regulation of DNA-templated DNA replication initiation [GO:0030174]"	"GO:0000785; GO:0003677; GO:0004386; GO:0005524; GO:0006268; GO:0006270; GO:0007049; GO:0016887; GO:0030174; GO:0042555; GO:0046872; GO:0071162; GO:1905775"	"mRNA"
"1719"	"lsm3"	1152.80715622713	-0.991724741777592	0.263412689280829	-3.77172863135312	0.000162120516453459	0.00114550424338718	"XM_060069499.1"	"P62311"	2.77e-48	"U6 snRNA-associated Sm-like protein LSm3"	"Mus musculus (Mouse)"	"mRNA splicing, via spliceosome [GO:0000398]; P-body assembly [GO:0033962]"	"GO:0000398; GO:0000932; GO:0003723; GO:0005634; GO:0005688; GO:0030629; GO:0033962; GO:0046540; GO:0071005; GO:0071011; GO:0071013; GO:0120115; GO:1990726"	"mRNA"
"1720"	"krt18b"	649.159812946521	-0.727847346464282	0.208316166779142	-3.49400309435998	0.000475835503088968	0.00274452079833342	"XM_060068584.1"	"O57607"	7.13e-162	"Keratin, type I cytoskeletal 18 (Cytokeratin-18) (CK-18) (Keratin-18) (K18) (Simple type I keratin)"	"Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)"	""	"GO:0005198; GO:0005882"	"transcript variant X1, mRNA"
