ID	Gene Name	Species	BBID	BIOCARTA	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DEVELOPMENTAL_STAGE	UP_KW_DISEASE	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
P28661	septin 4(Septin4)	Mus musculus			GO:0001764~neuron migration,GO:0007049~cell cycle,GO:0007283~spermatogenesis,GO:0007286~spermatid development,GO:0007420~brain development,GO:0017157~regulation of exocytosis,GO:0030154~cell differentiation,GO:0030317~flagellated sperm motility,GO:0030382~sperm mitochondrion organization,GO:0031398~positive regulation of protein ubiquitination,GO:0043065~positive regulation of apoptotic process,GO:0048240~sperm capacitation,GO:0048515~spermatid differentiation,GO:0048729~tissue morphogenesis,GO:0051301~cell division,GO:0061484~hematopoietic stem cell homeostasis,GO:0061640~cytoskeleton-dependent cytokinesis,GO:2000647~negative regulation of stem cell proliferation,GO:2001244~positive regulation of intrinsic apoptotic signaling pathway,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005829~cytosol,GO:0005929~cilium,GO:0005940~septin ring,GO:0008021~synaptic vesicle,GO:0015630~microtubule cytoskeleton,GO:0030424~axon,GO:0030425~dendrite,GO:0031105~septin complex,GO:0031410~cytoplasmic vesicle,GO:0031514~motile cilium,GO:0032153~cell division site,GO:0036126~sperm flagellum,GO:0042995~cell projection,GO:0043204~perikaryon,GO:0043209~myelin sheath,GO:0043679~axon terminus,GO:0045202~synapse,GO:0097227~sperm annulus,	GO:0000166~nucleotide binding,GO:0000287~magnesium ion binding,GO:0003924~GTPase activity,GO:0005515~protein binding,GO:0005525~GTP binding,GO:0042802~identical protein binding,GO:0060090~binding, bridging,	IPR016491:Septin,IPR027417:P-loop_NTPase,IPR027979:DUF4655,IPR030379:G_SEPTIN_dom,	mmu04210:Apoptosis,mmu04215:Apoptosis - multiple species,		PIRSF006698:Septin,		KW-0131~Cell cycle,KW-0132~Cell division,KW-0221~Differentiation,KW-0744~Spermatogenesis,	KW-0282~Flagellum,KW-0496~Mitochondrion,KW-0770~Synapse,KW-0963~Cytoplasm,KW-0966~Cell projection,KW-0968~Cytoplasmic vesicle,KW-0969~Cilium,			KW-0175~Coiled coil,	KW-0342~GTP-binding,KW-0547~Nucleotide-binding,		KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,DOMAIN:Septin-type G,REGION:Disordered,REGION:G1 motif,REGION:G3 motif,REGION:G4 motif,SITE:Important for dimerization,
Q05519	serine and arginine rich splicing factor 11(SRSF11)	Homo sapiens			GO:0006397~mRNA processing,GO:0008380~RNA splicing,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0016607~nuclear speck,	GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0005515~protein binding,GO:0042802~identical protein binding,	IPR000504:RRM_dom,IPR012677:Nucleotide-bd_a/b_plait_sf,IPR034447:RRM_SRSF11,IPR035979:RBD_domain_sf,				SM00360:RRM,	KW-0507~mRNA processing,KW-0508~mRNA splicing,	KW-0539~Nucleus,			KW-0677~Repeat,		KW-0694~RNA-binding,	KW-0007~Acetylation,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	COMPBIAS:Basic and acidic residues,COMPBIAS:Basic residues,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),DOMAIN:RRM,REGION:10 X 8 AA approximate repeats of R-R-S-R-S-R-S-R,REGION:Disordered,REPEAT:1,REPEAT:10,REPEAT:2,REPEAT:3,REPEAT:4,REPEAT:5,REPEAT:6,REPEAT:7,REPEAT:8,REPEAT:9,
Q5R1W5	serine and arginine rich splicing factor 2(SRSF2)	Pan troglodytes			GO:0000381~regulation of alternative mRNA splicing, via spliceosome,GO:0000398~mRNA splicing, via spliceosome,GO:0006397~mRNA processing,GO:0008380~RNA splicing,	GO:0005681~spliceosomal complex,GO:0005829~cytosol,GO:0016607~nuclear speck,	GO:0003723~RNA binding,GO:0036002~pre-mRNA binding,	IPR000504:RRM_dom,IPR003954:RRM_dom_euk,IPR012677:Nucleotide-bd_a/b_plait_sf,IPR035979:RBD_domain_sf,	ptr03040:Spliceosome,ptr05168:Herpes simplex virus 1 infection,			SM00360:RRM,SM00361:RRM_1,	KW-0507~mRNA processing,KW-0508~mRNA splicing,	KW-0539~Nucleus,					KW-0694~RNA-binding,	KW-0007~Acetylation,KW-0597~Phosphoprotein,	COMPBIAS:Basic and acidic residues,COMPBIAS:Basic residues,DOMAIN:RRM,REGION:Disordered,
Q13247	serine and arginine rich splicing factor 6(SRSF6)	Homo sapiens			GO:0000380~alternative mRNA splicing, via spliceosome,GO:0000381~regulation of alternative mRNA splicing, via spliceosome,GO:0000398~mRNA splicing, via spliceosome,GO:0006376~mRNA splice site selection,GO:0010837~regulation of keratinocyte proliferation,GO:0032868~response to insulin,GO:0045617~negative regulation of keratinocyte differentiation,GO:0048025~negative regulation of mRNA splicing, via spliceosome,GO:0060501~positive regulation of epithelial cell proliferation involved in lung morphogenesis,GO:0061041~regulation of wound healing,GO:2000675~negative regulation of type B pancreatic cell apoptotic process,	GO:0005654~nucleoplasm,GO:0016607~nuclear speck,	GO:0003723~RNA binding,GO:0005515~protein binding,GO:0036002~pre-mRNA binding,	IPR000504:RRM_dom,IPR012677:Nucleotide-bd_a/b_plait_sf,IPR034511:SRSF6_RRM1,IPR035979:RBD_domain_sf,	hsa03040:Spliceosome,hsa05168:Herpes simplex virus 1 infection,			SM00360:RRM,	KW-0507~mRNA processing,KW-0508~mRNA splicing,	KW-0539~Nucleus,			KW-0677~Repeat,		KW-0678~Repressor,KW-0694~RNA-binding,	KW-0007~Acetylation,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	COMPBIAS:Basic and acidic residues,COMPBIAS:Basic residues,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),DOMAIN:RRM,DOMAIN:RRM 1,DOMAIN:RRM 2,MUTAGEN:S->A: Abolishes regulatory effect of DYRK1A on alternative splicing of MAPT/Tau exon 10.,MUTAGEN:S->A: No effect on regulation of alternative splicing of MAPT/Tau exon 10 by DYRK1A.,REGION:Disordered,
O43278	serine peptidase inhibitor, Kunitz type 1(SPINT1)	Homo sapiens			GO:0001843~neural tube closure,GO:0008544~epidermis development,GO:0030198~extracellular matrix organization,GO:0045687~positive regulation of glial cell differentiation,GO:0060429~epithelium development,GO:0060670~branching involved in labyrinthine layer morphogenesis,GO:0060674~placenta blood vessel development,GO:0071773~cellular response to BMP stimulus,GO:2000178~negative regulation of neural precursor cell proliferation,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0070062~extracellular exosome,	GO:0004867~serine-type endopeptidase inhibitor activity,	IPR002172:LDrepeatLR_classA_rpt,IPR002223:Kunitz_BPTI,IPR011106:MANSC_N,IPR013783:Ig-like_fold,IPR013980:MANSC_dom,IPR020901:Prtase_inh_Kunz-CS,IPR023415:LDLR_class-A_CS,IPR036055:LDL_receptor-like_sf,IPR036880:Kunitz_BPTI_sf,	hsa05202:Transcriptional misregulation in cancer,hsa05215:Prostate cancer,			SM00131:KU,SM00192:LDLa,SM00765:MANEC,		KW-0472~Membrane,KW-0963~Cytoplasm,KW-0964~Secreted,KW-1003~Cell membrane,			KW-0677~Repeat,KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0646~Protease inhibitor,KW-0722~Serine protease inhibitor,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,DOMAIN:BPTI/Kunitz inhibitor,DOMAIN:BPTI/Kunitz inhibitor 1,DOMAIN:BPTI/Kunitz inhibitor 2,DOMAIN:LDL-receptor class A,DOMAIN:MANSC,REGION:Disordered,SITE:Reactive bond,TRANSMEM:Helical,
Q9D6X6	serine protease 23(Prss23)	Mus musculus			GO:0006508~proteolysis,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005634~nucleus,	GO:0004252~serine-type endopeptidase activity,GO:0008233~peptidase activity,GO:0008236~serine-type peptidase activity,GO:0016787~hydrolase activity,	IPR001254:Trypsin_dom,IPR009003:Peptidase_S1_PA,IPR018114:TRYPSIN_HIS,IPR043504:Peptidase_S1_PA_chymotrypsin,						KW-0964~Secreted,			KW-0732~Signal,		KW-0378~Hydrolase,KW-0645~Protease,KW-0720~Serine protease,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	ACT_SITE:Charge relay system,CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Peptidase S1,
Q91XS8	serine/threonine kinase 17b(Stk17b)	Rattus norvegicus			GO:0006468~protein phosphorylation,GO:0006915~apoptotic process,GO:0012501~programmed cell death,GO:0016310~phosphorylation,GO:0035556~intracellular signal transduction,GO:0043065~positive regulation of apoptotic process,GO:0046777~protein autophosphorylation,GO:2000271~positive regulation of fibroblast apoptotic process,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005793~endoplasmic reticulum-Golgi intermediate compartment,GO:0005886~plasma membrane,GO:0015629~actin cytoskeleton,GO:0090543~Flemming body,	GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,	IPR000719:Prot_kinase_dom,IPR008271:Ser/Thr_kinase_AS,IPR011009:Kinase-like_dom_sf,IPR017441:Protein_kinase_ATP_BS,IPR042763:ST17B_STKc,				SM00220:S_TKc,	KW-0053~Apoptosis,	KW-0472~Membrane,KW-0539~Nucleus,KW-1003~Cell membrane,				KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0723~Serine/threonine-protein kinase,KW-0808~Transferase,	KW-0597~Phosphoprotein,	ACT_SITE:Proton acceptor,COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,DOMAIN:Protein kinase,MUTAGEN:K->A: Inhibits kinase activity.,REGION:Disordered,
A4K2M3	serine/threonine kinase 4(STK4)	Papio anubis			GO:0000902~cell morphogenesis,GO:0001569~branching involved in blood vessel morphogenesis,GO:0001841~neural tube formation,GO:0003157~endocardium development,GO:0006468~protein phosphorylation,GO:0006606~protein import into nucleus,GO:0006915~apoptotic process,GO:0007417~central nervous system development,GO:0008625~extrinsic apoptotic signaling pathway via death domain receptors,GO:0016310~phosphorylation,GO:0030216~keratinocyte differentiation,GO:0033138~positive regulation of peptidyl-serine phosphorylation,GO:0035265~organ growth,GO:0035329~hippo signaling,GO:0035556~intracellular signal transduction,GO:0043408~regulation of MAPK cascade,GO:0045600~positive regulation of fat cell differentiation,GO:0046621~negative regulation of organ growth,GO:0050673~epithelial cell proliferation,GO:0050680~negative regulation of epithelial cell proliferation,GO:0050821~protein stabilization,GO:0051262~protein tetramerization,GO:0060070~canonical Wnt signaling pathway,GO:0060215~primitive hemopoiesis,GO:0060706~cell differentiation involved in embryonic placenta development,GO:0060800~regulation of cell differentiation involved in embryonic placenta development,GO:0090090~negative regulation of canonical Wnt signaling pathway,GO:0097284~hepatocyte apoptotic process,GO:1902043~positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,GO:1903945~positive regulation of hepatocyte apoptotic process,GO:1904237~positive regulation of substrate-dependent cell migration, cell attachment to substrate,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016604~nuclear body,GO:0032991~macromolecular complex,	GO:0000287~magnesium ion binding,GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0005524~ATP binding,GO:0042803~protein homodimerization activity,GO:0046872~metal ion binding,GO:0061629~RNA polymerase II sequence-specific DNA binding transcription factor binding,	IPR000719:Prot_kinase_dom,IPR011009:Kinase-like_dom_sf,IPR011524:SARAH_dom,IPR017441:Protein_kinase_ATP_BS,IPR024205:Mst1_SARAH_domain,IPR036674:p53_tetramer_sf,	panu04010:MAPK signaling pathway,panu04014:Ras signaling pathway,panu04068:FoxO signaling pathway,panu05200:Pathways in cancer,panu05223:Non-small cell lung cancer,			SM00220:S_TKc,	KW-0053~Apoptosis,	KW-0539~Nucleus,KW-0963~Cytoplasm,			KW-0175~Coiled coil,	KW-0067~ATP-binding,KW-0460~Magnesium,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0723~Serine/threonine-protein kinase,KW-0808~Transferase,	KW-0007~Acetylation,KW-0597~Phosphoprotein,	ACT_SITE:Proton acceptor,DOMAIN:Protein kinase,DOMAIN:SARAH,REGION:Disordered,SITE:Cleavage; by caspase-3,
Q6J9G0	serine/threonine/tyrosine kinase 1(STYK1)	Homo sapiens			GO:0006468~protein phosphorylation,GO:0016310~phosphorylation,GO:0042981~regulation of apoptotic process,	GO:0005886~plasma membrane,GO:0016020~membrane,	GO:0004672~protein kinase activity,GO:0004713~protein tyrosine kinase activity,GO:0004715~non-membrane spanning protein tyrosine kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,	IPR000719:Prot_kinase_dom,IPR001245:Ser-Thr/Tyr_kinase_cat_dom,IPR008266:Tyr_kinase_AS,IPR011009:Kinase-like_dom_sf,						KW-0472~Membrane,		KW-0656~Proto-oncogene,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0808~Transferase,KW-0829~Tyrosine-protein kinase,		ACT_SITE:Proton acceptor,DOMAIN:Protein kinase,REGION:Disordered,TRANSMEM:Helical,
Q5I0S8	serpin family B member 1(serpinb1)	Xenopus tropicalis			GO:0010951~negative regulation of endopeptidase activity,	GO:0005615~extracellular space,GO:0005737~cytoplasm,GO:0045211~postsynaptic membrane,	GO:0004867~serine-type endopeptidase inhibitor activity,GO:0004970~ionotropic glutamate receptor activity,GO:0030414~peptidase inhibitor activity,	IPR000215:Serpin_fam,IPR000240:Serpin_B9/Maspin,IPR001320:Iontro_rcpt_C,IPR001508:Iono_Glu_rcpt_met,IPR001638:Solute-binding_3/MltF_N,IPR001828:ANF_lig-bd_rcpt,IPR015683:Ionotropic_Glu_rcpt,IPR019594:Glu/Gly-bd,IPR023795:Serpin_CS,IPR023796:Serpin_dom,IPR028082:Peripla_BP_I,IPR036186:Serpin_sf,IPR042178:Serpin_sf_1,IPR042185:Serpin_sf_2,				SM00079:PBPe,SM00093:SERPIN,SM00918:Lig_chan-Glu_bd,	KW-0813~Transport,	KW-0256~Endoplasmic reticulum,KW-0472~Membrane,KW-0770~Synapse,KW-0963~Cytoplasm,			KW-0732~Signal,		KW-0407~Ion channel,KW-0646~Protease inhibitor,KW-0675~Receptor,KW-0722~Serine protease inhibitor,	KW-0007~Acetylation,KW-0325~Glycoprotein,KW-0449~Lipoprotein,KW-0564~Palmitate,KW-0832~Ubl conjugation,	DOMAIN:Ionotropic glutamate receptor C-terminal,DOMAIN:Ionotropic glutamate receptor L-glutamate and glycine-binding,DOMAIN:Serpin,SITE:Reactive bond,TRANSMEM:Helical,
P47776	serpin family D member 1(SERPIND1)	Oryctolagus cuniculus			GO:0007596~blood coagulation,GO:0010951~negative regulation of endopeptidase activity,	GO:0005615~extracellular space,	GO:0004867~serine-type endopeptidase inhibitor activity,GO:0008201~heparin binding,	IPR000215:Serpin_fam,IPR023795:Serpin_CS,IPR023796:Serpin_dom,IPR033831:HCII_serpin_dom,IPR036186:Serpin_sf,IPR042178:Serpin_sf_1,IPR042185:Serpin_sf_2,	ocu04610:Complement and coagulation cascades,			SM00093:SERPIN,	KW-0094~Blood coagulation,KW-0356~Hemostasis,				KW-0677~Repeat,KW-0732~Signal,		KW-0358~Heparin-binding,KW-0646~Protease inhibitor,KW-0722~Serine protease inhibitor,	KW-0325~Glycoprotein,KW-0765~Sulfation,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Serpin,REGION:2 X 11 AA approximate repeats, Asp/Glu-rich (acidic) (hirudin-like),REGION:Glycosaminoglycan-binding site,REPEAT:1,REPEAT:2,SITE:Reactive bond,
P05121	serpin family E member 1(SERPINE1)	Homo sapiens		h_fibrinolysisPathway:Fibrinolysis Pathway,h_plateletAppPathway:Platelet Amyloid Precursor Protein Pathway,	GO:0001525~angiogenesis,GO:0010469~regulation of receptor activity,GO:0010757~negative regulation of plasminogen activation,GO:0010951~negative regulation of endopeptidase activity,GO:0014912~negative regulation of smooth muscle cell migration,GO:0030194~positive regulation of blood coagulation,GO:0030195~negative regulation of blood coagulation,GO:0030336~negative regulation of cell migration,GO:0032757~positive regulation of interleukin-8 production,GO:0033629~negative regulation of cell adhesion mediated by integrin,GO:0035491~positive regulation of leukotriene production involved in inflammatory response,GO:0042730~fibrinolysis,GO:0045766~positive regulation of angiogenesis,GO:0048260~positive regulation of receptor-mediated endocytosis,GO:0050729~positive regulation of inflammatory response,GO:0050829~defense response to Gram-negative bacterium,GO:0051918~negative regulation of fibrinolysis,GO:0061044~negative regulation of vascular wound healing,GO:0061045~negative regulation of wound healing,GO:0071222~cellular response to lipopolysaccharide,GO:0090026~positive regulation of monocyte chemotaxis,GO:0090399~replicative senescence,GO:0097187~dentinogenesis,GO:1901331~positive regulation of odontoblast differentiation,GO:1902042~negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,GO:2000098~negative regulation of smooth muscle cell-matrix adhesion,GO:2000352~negative regulation of endothelial cell apoptotic process,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005886~plasma membrane,GO:0031093~platelet alpha granule lumen,GO:0070062~extracellular exosome,GO:0097180~serine protease inhibitor complex,GO:1904090~peptidase inhibitor complex,	GO:0002020~protease binding,GO:0004867~serine-type endopeptidase inhibitor activity,GO:0005102~receptor binding,GO:0005515~protein binding,	IPR000215:Serpin_fam,IPR023795:Serpin_CS,IPR023796:Serpin_dom,IPR036186:Serpin_sf,IPR042178:Serpin_sf_1,IPR042185:Serpin_sf_2,	hsa04066:HIF-1 signaling pathway,hsa04115:p53 signaling pathway,hsa04218:Cellular senescence,hsa04371:Apelin signaling pathway,hsa04390:Hippo signaling pathway,hsa04610:Complement and coagulation cascades,hsa04933:AGE-RAGE signaling pathway in diabetic complications,hsa05142:Chagas disease,	613329~Plasminogen activator inhibitor-1 deficiency,Transcription of plasminogen activator inhibitor, modulator of~Transcription of plasminogen activator inhibitor, modulator of,		SM00093:SERPIN,		KW-0964~Secreted,			KW-0732~Signal,		KW-0646~Protease inhibitor,KW-0722~Serine protease inhibitor,	KW-0325~Glycoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Serpin,MUTAGEN:G->C: Increased half-life of the active form when associated with C-197.,MUTAGEN:Q->C: Increased half-life of the active form when associated with C-355.,SITE:Reactive bond,
Q95121	serpin family F member 1(SERPINF1)	Bos taurus			GO:0010951~negative regulation of endopeptidase activity,GO:0016525~negative regulation of angiogenesis,GO:0050769~positive regulation of neurogenesis,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0042470~melanosome,	GO:0004867~serine-type endopeptidase inhibitor activity,	IPR000215:Serpin_fam,IPR023795:Serpin_CS,IPR023796:Serpin_dom,IPR033832:PEDF_serpin_dom,IPR036186:Serpin_sf,IPR042178:Serpin_sf_1,IPR042185:Serpin_sf_2,	bta04310:Wnt signaling pathway,			SM00093:SERPIN,		KW-0964~Secreted,			KW-0732~Signal,			KW-0325~Glycoprotein,KW-0597~Phosphoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,
P13731	serpin family H member 1(SERPINH1)	Gallus gallus			GO:0010951~negative regulation of endopeptidase activity,GO:0030199~collagen fibril organization,	GO:0005615~extracellular space,GO:0005783~endoplasmic reticulum,GO:0005788~endoplasmic reticulum lumen,	GO:0004867~serine-type endopeptidase inhibitor activity,GO:0005518~collagen binding,	IPR000215:Serpin_fam,IPR023795:Serpin_CS,IPR023796:Serpin_dom,IPR033830:Serpin_H1_serpin_dom,IPR036186:Serpin_sf,IPR042178:Serpin_sf_1,IPR042185:Serpin_sf_2,				SM00093:SERPIN,	KW-0346~Stress response,	KW-0256~Endoplasmic reticulum,			KW-0732~Signal,		KW-0143~Chaperone,	KW-0325~Glycoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Serpin,MOTIF:Prevents secretion from ER,SITE:Reactive bond homolog,
Q90935	serpin family I member 1(SERPINI1)	Gallus gallus			GO:0010951~negative regulation of endopeptidase activity,	GO:0005615~extracellular space,GO:0043025~neuronal cell body,GO:0043204~perikaryon,GO:0060205~cytoplasmic vesicle lumen,	GO:0004867~serine-type endopeptidase inhibitor activity,	IPR000215:Serpin_fam,IPR023795:Serpin_CS,IPR023796:Serpin_dom,IPR036186:Serpin_sf,IPR042178:Serpin_sf_1,IPR042185:Serpin_sf_2,				SM00093:SERPIN,		KW-0964~Secreted,KW-0968~Cytoplasmic vesicle,			KW-0732~Signal,		KW-0646~Protease inhibitor,KW-0722~Serine protease inhibitor,	KW-0325~Glycoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Serpin,MUTAGEN:RM->EP: Loss of protease inhibitor activity.,SITE:Reactive bond,
B0UYL8	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3(serpine3)	Danio rerio			GO:0043010~camera-type eye development,	GO:0005615~extracellular space,	GO:0004867~serine-type endopeptidase inhibitor activity,	IPR000215:Serpin_fam,IPR023795:Serpin_CS,IPR023796:Serpin_dom,IPR031172:Serpin_E3,IPR036186:Serpin_sf,IPR042178:Serpin_sf_1,IPR042185:Serpin_sf_2,				SM00093:SERPIN,		KW-0964~Secreted,			KW-0732~Signal,		KW-0646~Protease inhibitor,KW-0722~Serine protease inhibitor,	KW-0325~Glycoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,SITE:Reactive bond,
Q66I22	serrate RNA effector molecule homolog (Arabidopsis)(srrt)	Danio rerio			GO:0006397~mRNA processing,GO:0031047~gene silencing by RNA,GO:0031053~primary miRNA processing,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0016604~nuclear body,		IPR007042:SERRATE/Ars2_C,IPR012677:Nucleotide-bd_a/b_plait_sf,IPR021933:SERRATE/Ars2_N,IPR039727:SE/Ars2,					KW-0804~Transcription,KW-0805~Transcription regulation,KW-0943~RNA-mediated gene silencing,	KW-0539~Nucleus,KW-0963~Cytoplasm,					KW-0010~Activator,		COMPBIAS:Acidic residues,COMPBIAS:Basic and acidic residues,DOMAIN:SERRATE/Ars2 C-terminal,REGION:Disordered,
Q9HBY8	serum/glucocorticoid regulated kinase 2(SGK2)	Homo sapiens			GO:0001558~regulation of cell growth,GO:0006468~protein phosphorylation,GO:0006979~response to oxidative stress,GO:0016310~phosphorylation,GO:0018105~peptidyl-serine phosphorylation,GO:0032411~positive regulation of transporter activity,GO:0035556~intracellular signal transduction,GO:0042127~regulation of cell proliferation,	GO:0005654~nucleoplasm,GO:0005829~cytosol,	GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0015459~potassium channel regulator activity,GO:0017080~sodium channel regulator activity,	IPR000719:Prot_kinase_dom,IPR000961:AGC-kinase_C,IPR008271:Ser/Thr_kinase_AS,IPR011009:Kinase-like_dom_sf,IPR017441:Protein_kinase_ATP_BS,IPR017892:Pkinase_C,	hsa04068:FoxO signaling pathway,hsa04151:PI3K-Akt signaling pathway,			SM00133:S_TK_X,SM00220:S_TKc,		KW-0539~Nucleus,KW-0963~Cytoplasm,				KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0723~Serine/threonine-protein kinase,KW-0808~Transferase,	KW-0597~Phosphoprotein,	ACT_SITE:Proton acceptor,DOMAIN:AGC-kinase C-terminal,DOMAIN:Protein kinase,MOTIF:Nuclear localization signal,MUTAGEN:S->D: Increased activation.,REGION:Disordered,
Q9N0F3	seryl-tRNA synthetase 2, mitochondrial(SARS2)	Bos taurus			GO:0006434~seryl-tRNA aminoacylation,GO:0070158~mitochondrial seryl-tRNA aminoacylation,	GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,	GO:0000049~tRNA binding,GO:0004828~serine-tRNA ligase activity,GO:0005524~ATP binding,	IPR002314:aa-tRNA-synt_IIb,IPR002317:Ser-tRNA-ligase_type_1,IPR006195:aa-tRNA-synth_II,IPR010978:tRNA-bd_arm,IPR033729:SerRS_core,IPR042103:SerRS_1_N_sf,IPR045864:aa-tRNA-synth_II/BPL/LPL,	bta00970:Aminoacyl-tRNA biosynthesis,		PIRSF001529:Ser-tRNA-synth_IIa,		KW-0648~Protein biosynthesis,	KW-0496~Mitochondrion,			KW-0175~Coiled coil,KW-0809~Transit peptide,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0030~Aminoacyl-tRNA synthetase,KW-0436~Ligase,	KW-0007~Acetylation,	COMPBIAS:Polar residues,DOMAIN:Aminoacyl-transfer RNA synthetases class-II family profile,REGION:Disordered,TRANSIT:Mitochondrion,
Q6ZNX1	shieldin complex subunit 3(SHLD3)	Homo sapiens			GO:0002208~somatic diversification of immunoglobulins involved in immune response,GO:0006281~DNA repair,GO:0043247~telomere maintenance in response to DNA damage,GO:0045830~positive regulation of isotype switching,GO:2000042~negative regulation of double-strand break repair via homologous recombination,GO:2001034~positive regulation of double-strand break repair via nonhomologous end joining,	GO:0000785~chromatin,GO:0005654~nucleoplasm,GO:0005694~chromosome,GO:0005730~nucleolus,GO:0035861~site of double-strand break,	GO:0005515~protein binding,	IPR039996:Shieldin_RINN1,					KW-0227~DNA damage,KW-0234~DNA repair,	KW-0158~Chromosome,							MUTAGEN:PKRSPP->AKRSPA: Fails to interact with MAD2L2.,REGION:Disordered,REGION:Sufficient for interaction with MAD2L2,
A7MC48	shisa family member 9(shisa9)	Xenopus tropicalis			GO:0048172~regulation of short-term neuronal synaptic plasticity,GO:2000311~regulation of AMPA receptor activity,	GO:0005886~plasma membrane,GO:0008328~ionotropic glutamate receptor complex,GO:0014069~postsynaptic density,GO:0016020~membrane,GO:0032281~AMPA glutamate receptor complex,GO:0032591~dendritic spine membrane,GO:0042995~cell projection,GO:0045202~synapse,GO:0045211~postsynaptic membrane,		IPR026910:Shisa,						KW-0472~Membrane,KW-0628~Postsynaptic cell membrane,KW-0770~Synapse,KW-0966~Cell projection,KW-1003~Cell membrane,			KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,			KW-0325~Glycoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
