ID	Gene Name	Species	BBID	BIOCARTA	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DEVELOPMENTAL_STAGE	UP_KW_DISEASE	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
Q8AYS7	centromere protein I(CENPI)	Gallus gallus			GO:0000070~mitotic sister chromatid segregation,GO:0034080~CENP-A containing nucleosome assembly,GO:0034508~centromere complex assembly,	GO:0000776~kinetochore,GO:0000939~condensed chromosome inner kinetochore,GO:0005634~nucleus,		IPR012485:CENP-I,						KW-0137~Centromere,KW-0158~Chromosome,KW-0539~Nucleus,							COMPBIAS:Basic residues,COMPBIAS:Polar residues,REGION:Disordered,
Q9ESN5	centromere protein K(Cenpk)	Mus musculus			GO:0000070~mitotic sister chromatid segregation,GO:0007059~chromosome segregation,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0051382~kinetochore assembly,	GO:0000775~chromosome, centromeric region,GO:0000776~kinetochore,GO:0000939~condensed chromosome inner kinetochore,GO:0005634~nucleus,GO:0005694~chromosome,	GO:0005515~protein binding,	IPR020993:Centromere_CenpK,						KW-0137~Centromere,KW-0158~Chromosome,KW-0539~Nucleus,KW-0995~Kinetochore,			KW-0175~Coiled coil,
Q5U4T8	centromere protein N L homeolog(cenpn.L)	Xenopus laevis			GO:0007059~chromosome segregation,GO:0034080~CENP-A containing nucleosome assembly,	GO:0000775~chromosome, centromeric region,GO:0005634~nucleus,GO:0005694~chromosome,		IPR007902:Chl4/mis15/CENP-N,						KW-0137~Centromere,KW-0158~Chromosome,KW-0539~Nucleus,
Q28HU3	centromere protein O(cenpo)	Xenopus tropicalis			GO:0034508~centromere complex assembly,	GO:0000775~chromosome, centromeric region,GO:0000776~kinetochore,GO:0005634~nucleus,GO:0005694~chromosome,GO:0031511~Mis6-Sim4 complex,		IPR018464:CENP-O,						KW-0137~Centromere,KW-0158~Chromosome,KW-0539~Nucleus,			KW-0175~Coiled coil,
F1NPG5	centromere protein T(CENPT)	Gallus gallus			GO:0000278~mitotic cell cycle,GO:0007049~cell cycle,GO:0007059~chromosome segregation,GO:0051301~cell division,GO:0051382~kinetochore assembly,	GO:0000776~kinetochore,GO:0005634~nucleus,	GO:0003677~DNA binding,GO:0046982~protein heterodimerization activity,	IPR009072:Histone-fold,IPR028255:CENP-T,IPR032373:CENP-T_N,IPR035425:CENP-T/H4_C,					KW-0131~Cell cycle,KW-0132~Cell division,KW-0498~Mitosis,	KW-0137~Centromere,KW-0158~Chromosome,KW-0539~Nucleus,KW-0995~Kinetochore,					KW-0238~DNA-binding,		COMPBIAS:Acidic residues,COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,COMPBIAS:Pro residues,DOMAIN:CENP-T/Histone H4 histone fold,DOMAIN:Centromere kinetochore component CENP-T N-terminal,REGION:Disordered,REGION:Flexible stalk domain,
Q2Z1W2	centromere protein U(CENPU)	Gallus gallus				GO:0000775~chromosome, centromeric region,GO:0005634~nucleus,		IPR025214:CENP-U,						KW-0137~Centromere,KW-0158~Chromosome,KW-0539~Nucleus,			KW-0175~Coiled coil,				COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,MOTIF:Nuclear localization signal,REGION:Disordered,
Q9CXS4	centromere protein V(Cenpv)	Mus musculus			GO:0001667~ameboidal-type cell migration,GO:0007049~cell cycle,GO:0031508~pericentric heterochromatin assembly,GO:0032467~positive regulation of cytokinesis,GO:0033044~regulation of chromosome organization,GO:0034508~centromere complex assembly,GO:0051301~cell division,	GO:0000775~chromosome, centromeric region,GO:0000776~kinetochore,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005694~chromosome,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0015630~microtubule cytoskeleton,GO:0030496~midbody,GO:0031965~nuclear membrane,GO:0051233~spindle midzone,	GO:0016846~carbon-sulfur lyase activity,GO:0046872~metal ion binding,	IPR006913:CENP-V/GFA,IPR011057:Mss4-like_sf,					KW-0131~Cell cycle,KW-0132~Cell division,KW-0498~Mitosis,	KW-0137~Centromere,KW-0158~Chromosome,KW-0206~Cytoskeleton,KW-0539~Nucleus,KW-0963~Cytoplasm,KW-0995~Kinetochore,				KW-0479~Metal-binding,KW-0862~Zinc,		KW-0488~Methylation,KW-0597~Phosphoprotein,	COMPBIAS:Pro residues,DOMAIN:CENP-V/GFA,REGION:Disordered,
Q498L0	centrosomal protein 170B S homeolog(cep170b.S)	Xenopus laevis				GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0005874~microtubule,		IPR000253:FHA_dom,IPR008984:SMAD_FHA_dom_sf,IPR029300:CEP170_C,				SM00240:FHA,		KW-0206~Cytoskeleton,KW-0493~Microtubule,KW-0963~Cytoplasm,							COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,DOMAIN:FHA,REGION:Disordered,
A2RVA7	centrosomal protein 44kDa L homeolog(cep44.L)	Xenopus laevis			GO:0007098~centrosome cycle,GO:0007099~centriole replication,GO:0010457~centriole-centriole cohesion,	GO:0000922~spindle pole,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005814~centriole,GO:0005856~cytoskeleton,GO:0030496~midbody,	GO:0008017~microtubule binding,	IPR029157:CEP44_CC,IPR033603:CEP44,						KW-0206~Cytoskeleton,KW-0963~Cytoplasm,			KW-0175~Coiled coil,				COMPBIAS:Basic and acidic residues,DOMAIN:Centrosomal CEP44,REGION:Binds with microtubules and centrioles,REGION:Disordered,
Q502I3	centrosomal protein 55 like(cep55l)	Danio rerio			GO:0000281~mitotic cytokinesis,GO:0021549~cerebellum development,GO:0045184~establishment of protein localization,GO:0051896~regulation of protein kinase B signaling,GO:1904888~cranial skeletal system development,	GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005814~centriole,GO:0005856~cytoskeleton,GO:0030496~midbody,GO:0032154~cleavage furrow,GO:0090543~Flemming body,		IPR022008:EABR,IPR038926:CEP55,						KW-0206~Cytoskeleton,KW-0963~Cytoplasm,			KW-0175~Coiled coil,		KW-0217~Developmental protein,KW-9996~Developmental protein,		COMPBIAS:Basic and acidic residues,DOMAIN:TSG101 and ALIX binding,REGION:Disordered,
Q8C0D9	centrosomal protein 68(Cep68)	Mus musculus			GO:0007098~centrosome cycle,GO:0010457~centriole-centriole cohesion,GO:0033365~protein localization to organelle,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0030054~cell junction,GO:0034451~centriolar satellite,	GO:0019901~protein kinase binding,GO:0019904~protein domain specific binding,							KW-0206~Cytoskeleton,KW-0963~Cytoplasm,						KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,REGION:Disordered,
Q3ZBF8	ceramide synthase 2(CERS2)	Bos taurus			GO:0019216~regulation of lipid metabolic process,GO:0046513~ceramide biosynthetic process,	GO:0005634~nucleus,GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,	GO:0003677~DNA binding,GO:0050291~sphingosine N-acyltransferase activity,	IPR001356:Homeobox_dom,IPR006634:TLC-dom,IPR009057:Homeobox-like_sf,IPR016439:Lag1/Lac1-like,	bta00600:Sphingolipid metabolism,bta01100:Metabolic pathways,bta04071:Sphingolipid signaling pathway,		PIRSF005225:LAG1_LAC1,	SM00724:TLC,	KW-0443~Lipid metabolism,KW-0444~Lipid biosynthesis,	KW-0256~Endoplasmic reticulum,KW-0472~Membrane,KW-0539~Nucleus,			KW-0371~Homeobox,KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0238~DNA-binding,KW-0808~Transferase,	KW-0007~Acetylation,KW-0325~Glycoprotein,KW-0597~Phosphoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Polar residues,DNA_BIND:Homeobox,DOMAIN:Homeobox,DOMAIN:TLC,MOTIF:Last loop motif,REGION:Disordered,REGION:Homeobox-like,TOPO_DOM:Cytoplasmic,TOPO_DOM:Lumenal,TRANSMEM:Helical,
Q8N5B7	ceramide synthase 5(CERS5)	Homo sapiens			GO:0014003~oligodendrocyte development,GO:0030148~sphingolipid biosynthetic process,GO:0046513~ceramide biosynthetic process,	GO:0005634~nucleus,GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,	GO:0003677~DNA binding,GO:0050291~sphingosine N-acyltransferase activity,	IPR001356:Homeobox_dom,IPR006634:TLC-dom,IPR009057:Homeobox-like_sf,IPR016439:Lag1/Lac1-like,	hsa00600:Sphingolipid metabolism,hsa01100:Metabolic pathways,hsa04071:Sphingolipid signaling pathway,		PIRSF005225:LAG1_LAC1,	SM00724:TLC,	KW-0443~Lipid metabolism,KW-0444~Lipid biosynthesis,KW-0746~Sphingolipid metabolism,	KW-0256~Endoplasmic reticulum,KW-0472~Membrane,			KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0808~Transferase,	KW-0325~Glycoprotein,KW-0597~Phosphoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Polar residues,DNA_BIND:Homeobox,DOMAIN:Homeobox,DOMAIN:TLC,MOTIF:Last loop motif,MUTAGEN:CIFCYGIRFLWSS->IAGMAVIVD: Does not affect specificity toward acyl donor.,MUTAGEN:ESWEIIGPYAS->YPLELYPAFFG: Altered specificity toward acyl donor; generates C22-C24 ceramides instead of C16-ceramide.,MUTAGEN:H->D: Strongly decreased ceramide synthase activity.,MUTAGEN:L->E: Strongly decreased ceramide synthase activity.,MUTAGEN:L->M: Does not affect ceramide synthase activity.,MUTAGEN:N->Q: Reduced N-glycosylation.,MUTAGEN:S->A: Does not affect ceramide synthase activity.,MUTAGEN:SDVESSS->ADVEAAA: Decreased phosphorylation.,REGION:Disordered,REGION:Homeobox-like,TOPO_DOM:Cytoplasmic,TOPO_DOM:Lumenal,TRANSMEM:Helical,
Q6NZT2	cerebellar degeneration-related protein 2-like(cdr2l)	Danio rerio						IPR026079:CDR2,									KW-0175~Coiled coil,				COMPBIAS:Basic and acidic residues,REGION:Disordered,
P50143	chaperonin containing TCP1 subunit 3 S homeolog(cct3.S)	Xenopus laevis			GO:0006457~protein folding,	GO:0005737~cytoplasm,GO:0005832~chaperonin-containing T-complex,	GO:0000166~nucleotide binding,GO:0005524~ATP binding,GO:0016887~ATPase activity,GO:0051082~unfolded protein binding,	IPR002194:Chaperonin_TCP-1_CS,IPR002423:Cpn60/GroEL/TCP-1,IPR012719:Chap_CCT_gamma,IPR017998:Chaperone_TCP-1,IPR027409:GroEL-like_apical_dom_sf,IPR027410:TCP-1-like_intermed_sf,IPR027413:GROEL-like_equatorial_sf,						KW-0963~Cytoplasm,				KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0143~Chaperone,	KW-1015~Disulfide bond,	REGION:Disordered,
Q4R6V2	chaperonin containing TCP1 subunit 5(CCT5)	Macaca fascicularis			GO:0006457~protein folding,GO:0007339~binding of sperm to zona pellucida,GO:0009615~response to virus,GO:0032212~positive regulation of telomere maintenance via telomerase,GO:0050821~protein stabilization,GO:0061077~chaperone-mediated protein folding,GO:1904851~positive regulation of establishment of protein localization to telomere,	GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005832~chaperonin-containing T-complex,GO:0005874~microtubule,GO:0044297~cell body,	GO:0003730~mRNA 3'-UTR binding,GO:0005524~ATP binding,GO:0016887~ATPase activity,GO:0031681~G-protein beta-subunit binding,GO:0048027~mRNA 5'-UTR binding,GO:0048487~beta-tubulin binding,GO:0051082~unfolded protein binding,	IPR002194:Chaperonin_TCP-1_CS,IPR002423:Cpn60/GroEL/TCP-1,IPR012718:Chap_CCT_epsi,IPR017998:Chaperone_TCP-1,IPR027409:GroEL-like_apical_dom_sf,IPR027410:TCP-1-like_intermed_sf,IPR027413:GROEL-like_equatorial_sf,						KW-0206~Cytoskeleton,KW-0963~Cytoplasm,				KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0143~Chaperone,	KW-0007~Acetylation,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),
P40227	chaperonin containing TCP1 subunit 6A(CCT6A)	Homo sapiens			GO:0006457~protein folding,GO:0032212~positive regulation of telomere maintenance via telomerase,GO:0050821~protein stabilization,GO:0061077~chaperone-mediated protein folding,GO:1904851~positive regulation of establishment of protein localization to telomere,GO:1904871~positive regulation of protein localization to Cajal body,GO:1904874~positive regulation of telomerase RNA localization to Cajal body,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005832~chaperonin-containing T-complex,GO:0005874~microtubule,GO:0070062~extracellular exosome,	GO:0003723~RNA binding,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0016887~ATPase activity,GO:0044183~protein binding involved in protein folding,GO:0051082~unfolded protein binding,GO:0071987~WD40-repeat domain binding,	IPR002194:Chaperonin_TCP-1_CS,IPR002423:Cpn60/GroEL/TCP-1,IPR012722:Chap_CCT_zeta,IPR017998:Chaperone_TCP-1,IPR027409:GroEL-like_apical_dom_sf,IPR027410:TCP-1-like_intermed_sf,IPR027413:GROEL-like_equatorial_sf,						KW-0963~Cytoplasm,				KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0143~Chaperone,	KW-0007~Acetylation,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),
Q3ZCI9	chaperonin containing TCP1 subunit 8(CCT8)	Bos taurus			GO:0006457~protein folding,	GO:0005813~centrosome,GO:0005832~chaperonin-containing T-complex,GO:0005929~cilium,	GO:0005524~ATP binding,GO:0016887~ATPase activity,GO:0051082~unfolded protein binding,	IPR002194:Chaperonin_TCP-1_CS,IPR002423:Cpn60/GroEL/TCP-1,IPR012721:Chap_CCT_theta,IPR017998:Chaperone_TCP-1,IPR027409:GroEL-like_apical_dom_sf,IPR027410:TCP-1-like_intermed_sf,IPR027413:GROEL-like_equatorial_sf,						KW-0206~Cytoskeleton,KW-0963~Cytoplasm,KW-0966~Cell projection,KW-0969~Cilium,				KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0143~Chaperone,	KW-0007~Acetylation,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO1),CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),REGION:Disordered,
Q9Z265	checkpoint kinase 2(Chek2)	Mus musculus		m_atmPathway:ATM Signaling Pathway,m_atrbrcaPathway:Role of BRCA1,  BRCA2 and ATR in Cancer Susceptibility,	GO:0000077~DNA damage checkpoint,GO:0000085~mitotic G2 phase,GO:0000086~G2/M transition of mitotic cell cycle,GO:0001934~positive regulation of protein phosphorylation,GO:0006281~DNA repair,GO:0006302~double-strand break repair,GO:0006355~regulation of transcription, DNA-templated,GO:0006468~protein phosphorylation,GO:0006915~apoptotic process,GO:0006974~cellular response to DNA damage stimulus,GO:0006978~DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator,GO:0007049~cell cycle,GO:0008630~intrinsic apoptotic signaling pathway in response to DNA damage,GO:0010332~response to gamma radiation,GO:0016310~phosphorylation,GO:0018105~peptidyl-serine phosphorylation,GO:0030163~protein catabolic process,GO:0031573~intra-S DNA damage checkpoint,GO:0042176~regulation of protein catabolic process,GO:0042770~signal transduction in response to DNA damage,GO:0042771~intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,GO:0044773~mitotic DNA damage checkpoint,GO:0045893~positive regulation of transcription, DNA-templated,GO:0046777~protein autophosphorylation,GO:0050821~protein stabilization,GO:0051301~cell division,GO:0070242~thymocyte apoptotic process,GO:0071480~cellular response to gamma radiation,GO:0090307~mitotic spindle assembly,GO:2000002~negative regulation of DNA damage checkpoint,GO:2000210~positive regulation of anoikis,	GO:0000781~chromosome, telomeric region,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0016605~PML body,	GO:0000166~nucleotide binding,GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0005524~ATP binding,GO:0016301~kinase activity,GO:0016740~transferase activity,GO:0019901~protein kinase binding,GO:0031625~ubiquitin protein ligase binding,GO:0042802~identical protein binding,GO:0042803~protein homodimerization activity,GO:0046872~metal ion binding,	IPR000253:FHA_dom,IPR000719:Prot_kinase_dom,IPR008271:Ser/Thr_kinase_AS,IPR008984:SMAD_FHA_dom_sf,IPR011009:Kinase-like_dom_sf,	mmu04110:Cell cycle,mmu04115:p53 signaling pathway,mmu04218:Cellular senescence,mmu05166:Human T-cell leukemia virus 1 infection,			SM00220:S_TKc,SM00240:FHA,	KW-0053~Apoptosis,KW-0131~Cell cycle,KW-0132~Cell division,KW-0227~DNA damage,KW-0234~DNA repair,KW-0498~Mitosis,KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0539~Nucleus,				KW-0067~ATP-binding,KW-0460~Magnesium,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0723~Serine/threonine-protein kinase,KW-0808~Transferase,	KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,	ACT_SITE:Proton acceptor,COMPBIAS:Polar residues,DOMAIN:FHA,DOMAIN:Protein kinase,MUTAGEN:Y->C: Does not inhibit cell survival upon DNA damage. Not phosphorylates p53/TP53.,REGION:Disordered,REGION:T-loop/activation segment,
A0A8V1ABE9	chicken D-serine dehydratase(CHDSD)	Gallus gallus			GO:0036088~D-serine catabolic process,	GO:0005737~cytoplasm,GO:0030425~dendrite,	GO:0008270~zinc ion binding,GO:0008721~D-serine ammonia-lyase activity,GO:0016829~lyase activity,GO:0030170~pyridoxal phosphate binding,	IPR001608:Ala_racemase_N,IPR026956:D-ser_dehydrat-like_dom,IPR029066:PLP-binding_barrel,IPR042208:D-ser_dehydrat-like_sf,	gga00260:Glycine, serine and threonine metabolism,gga00470:D-Amino acid metabolism,gga01100:Metabolic pathways,			SM01119:D-ser_dehydrat,		KW-0963~Cytoplasm,KW-0966~Cell projection,				KW-0479~Metal-binding,KW-0663~Pyridoxal phosphate,KW-0862~Zinc,	KW-0456~Lyase,		DOMAIN:D-serine dehydratase-like,REGION:Disordered,
Q7SYK0	chitinase domain containing 1(chid1)	Danio rerio			GO:0005975~carbohydrate metabolic process,	GO:0005576~extracellular region,GO:0005764~lysosome,GO:0012505~endomembrane system,	GO:0008061~chitin binding,GO:0070492~oligosaccharide binding,	IPR001223:Glyco_hydro18_cat,IPR011583:Chitinase_II,IPR017853:Glycoside_hydrolase_SF,IPR029070:Chitinase_insertion_sf,				SM00636:Glyco_18,		KW-0458~Lysosome,KW-0964~Secreted,			KW-0732~Signal,				DOMAIN:GH18,REGION:Disordered,
Q6RY07	chitinase, acidic(Chia)	Rattus norvegicus			GO:0000272~polysaccharide catabolic process,GO:0002376~immune system process,GO:0002532~production of molecular mediator involved in inflammatory response,GO:0005975~carbohydrate metabolic process,GO:0006032~chitin catabolic process,GO:0006915~apoptotic process,GO:0006955~immune response,GO:0032722~positive regulation of chemokine production,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005737~cytoplasm,GO:0016020~membrane,	GO:0004568~chitinase activity,GO:0005129~granulocyte macrophage colony-stimulating factor receptor binding,GO:0008061~chitin binding,GO:0008083~growth factor activity,GO:0019900~kinase binding,	IPR000773:GM_colony-stim-fac,IPR001223:Glyco_hydro18_cat,IPR001579:Glyco_hydro_18_chit_AS,IPR002557:Chitin-bd_dom,IPR009079:4_helix_cytokine-like_core,IPR011583:Chitinase_II,IPR017853:Glycoside_hydrolase_SF,IPR029070:Chitinase_insertion_sf,IPR036508:Chitin-bd_dom_sf,	rno00520:Amino sugar and nucleotide sugar metabolism,rno01100:Metabolic pathways,			SM00040:CSF2,SM00494:ChtBD2,SM00636:Glyco_18,	KW-0053~Apoptosis,KW-0119~Carbohydrate metabolism,KW-0146~Chitin degradation,KW-0391~Immunity,KW-0395~Inflammatory response,KW-0624~Polysaccharide degradation,	KW-0472~Membrane,KW-0963~Cytoplasm,KW-0964~Secreted,			KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0147~Chitin-binding,	KW-0326~Glycosidase,KW-0378~Hydrolase,	KW-1015~Disulfide bond,	ACT_SITE:Proton donor,COMPBIAS:Polar residues,DOMAIN:Chitin-binding type-2,DOMAIN:GH18,REGION:Disordered,TRANSMEM:Helical,
P51788	chloride voltage-gated channel 2(CLCN2)	Homo sapiens			GO:0006821~chloride transport,GO:0030324~lung development,GO:0032347~regulation of aldosterone biosynthetic process,GO:0048714~positive regulation of oligodendrocyte differentiation,GO:0060041~retina development in camera-type eye,GO:0060689~cell differentiation involved in salivary gland development,GO:0090425~acinar cell differentiation,GO:1902476~chloride transmembrane transport,	GO:0005886~plasma membrane,GO:0016020~membrane,GO:0030425~dendrite,GO:0034707~chloride channel complex,GO:0043204~perikaryon,	GO:0005247~voltage-gated chloride channel activity,	IPR001807:Cl-channel_volt-gated,IPR002244:Cl-channel-2,IPR014743:Cl-channel_core,IPR046342:CBS_dom_sf,	hsa04978:Mineral absorption,	605635~Hyperaldosteronism, familial, type II,607628~Epilepsy, idiopathic generalized, susceptibility to, 11,607628~Epilepsy, juvenile absence, susceptibility to, 2,607628~Epilepsy, juvenile myoclonic, susceptibility to, 8,615651~Leukoencephalopathy with ataxia,			KW-0406~Ion transport,KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,		KW-0225~Disease variant,KW-0887~Epilepsy,	KW-0129~CBS domain,KW-0677~Repeat,KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0868~Chloride,	KW-0407~Ion channel,KW-0851~Voltage-gated channel,KW-0869~Chloride channel,	KW-0007~Acetylation,KW-0597~Phosphoprotein,	COMPBIAS:Polar residues,DOMAIN:CBS 1,DOMAIN:CBS 2,INTRAMEM:Helical,INTRAMEM:Note=Loop between two helices,MOTIF:Selectivity filter part_1,MOTIF:Selectivity filter part_2,MOTIF:Selectivity filter part_3,REGION:Disordered,TOPO_DOM:Cytoplasmic,TRANSMEM:Helical,
Q3V6R6	cholesteryl ester transfer protein(CETP)	Gallus gallus			GO:0006641~triglyceride metabolic process,GO:0008203~cholesterol metabolic process,GO:0030301~cholesterol transport,GO:0034197~triglyceride transport,GO:0034372~very-low-density lipoprotein particle remodeling,GO:0034374~low-density lipoprotein particle remodeling,GO:0034375~high-density lipoprotein particle remodeling,GO:0042632~cholesterol homeostasis,GO:0043691~reverse cholesterol transport,GO:0046470~phosphatidylcholine metabolic process,GO:0055091~phospholipid homeostasis,GO:0070328~triglyceride homeostasis,	GO:0005615~extracellular space,GO:0034364~high-density lipoprotein particle,	GO:0005548~phospholipid transporter activity,GO:0008289~lipid binding,GO:0015485~cholesterol binding,GO:0017129~triglyceride binding,GO:0031210~phosphatidylcholine binding,	IPR001124:Lipid-bd_serum_glycop_C,IPR017130:Cholesteryl_ester_transfer,IPR017942:Lipid-bd_serum_glycop_N,IPR017943:Bactericidal_perm-incr_a/b_dom,			PIRSF037185:Cholesteryl_ester_transf,	SM00328:BPI1,SM00329:BPI2,	KW-0153~Cholesterol metabolism,KW-0443~Lipid metabolism,KW-0445~Lipid transport,KW-0753~Steroid metabolism,KW-0813~Transport,KW-1207~Sterol metabolism,	KW-0964~Secreted,			KW-0732~Signal,			KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Lipid-binding serum glycoprotein C-terminal,DOMAIN:Lipid-binding serum glycoprotein N-terminal,
Q6UPE0	choline dehydrogenase(Chdh)	Rattus norvegicus			GO:0019285~glycine betaine biosynthetic process from choline,	GO:0005743~mitochondrial inner membrane,	GO:0008812~choline dehydrogenase activity,GO:0050660~flavin adenine dinucleotide binding,	IPR000172:GMC_OxRdtase_N,IPR007867:GMC_OxRtase_C,IPR012132:GMC_OxRdtase,IPR036188:FAD/NAD-bd_sf,	rno00260:Glycine, serine and threonine metabolism,rno01100:Metabolic pathways,		PIRSF000137:Alcohol_oxidase,			KW-0472~Membrane,KW-0496~Mitochondrion,KW-0999~Mitochondrion inner membrane,			KW-0809~Transit peptide,	KW-0274~FAD,KW-0285~Flavoprotein,	KW-0560~Oxidoreductase,	KW-0007~Acetylation,	ACT_SITE:Proton acceptor,TRANSIT:Mitochondrion,
P35790	choline kinase alpha(CHKA)	Homo sapiens			GO:0006629~lipid metabolic process,GO:0006646~phosphatidylethanolamine biosynthetic process,GO:0006656~phosphatidylcholine biosynthetic process,GO:0006657~CDP-choline pathway,GO:0006869~lipid transport,GO:0016310~phosphorylation,GO:0042149~cellular response to glucose starvation,GO:1905691~lipid particle disassembly,	GO:0005737~cytoplasm,GO:0005811~lipid particle,GO:0005829~cytosol,	GO:0004103~choline kinase activity,GO:0004104~cholinesterase activity,GO:0004305~ethanolamine kinase activity,GO:0004713~protein tyrosine kinase activity,GO:0005524~ATP binding,GO:0042803~protein homodimerization activity,	IPR011009:Kinase-like_dom_sf,	hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,hsa05231:Choline metabolism in cancer,	620023~Neurodevelopmental disorder with microcephaly, movement abnormalities, and seizures,			KW-0443~Lipid metabolism,KW-0444~Lipid biosynthesis,KW-0594~Phospholipid biosynthesis,KW-1208~Phospholipid metabolism,	KW-0551~Lipid droplet,KW-0963~Cytoplasm,		KW-0225~Disease variant,KW-0887~Epilepsy,KW-0991~Intellectual disability,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0808~Transferase,KW-0829~Tyrosine-protein kinase,	KW-0007~Acetylation,KW-0597~Phosphoprotein,	COMPBIAS:Pro residues,MUTAGEN:E->A: Does not affect interaction with PLIN2 and PLIN3.,MUTAGEN:IL->AA: Abolished interaction with PLIN2 and PLIN3.,MUTAGEN:K->Q: Mimics acetylation; promoting monomerization, leading to decreased choline kinase activity. Increased lipolysis of lipid droplets.,MUTAGEN:K->R: Abolished acetylation by KAT5, leading to prevent conversion into a tyrosine-protein kinase.,MUTAGEN:MVL->AAA: Does not affect interaction with PLIN2 and PLIN3.,MUTAGEN:S->A: Abolished phosphorylation by AMPK, preventing localization to lipid droplets and subsequent acetylation by KAT5.,MUTAGEN:S->D: Mimics phosphorylation; promoting localization to lipid droplets.,MUTAGEN:VMF->AAA: Does not affect interaction with PLIN2 and PLIN3.,REGION:Disordered,
