ID	Gene Name	Species	BBID	BIOCARTA	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DEVELOPMENTAL_STAGE	UP_KW_DISEASE	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
O14494	phospholipid phosphatase 1(PLPP1)	Homo sapiens			GO:0006644~phospholipid metabolic process,GO:0006665~sphingolipid metabolic process,GO:0006670~sphingosine metabolic process,GO:0006672~ceramide metabolic process,GO:0007165~signal transduction,GO:0007205~protein kinase C-activating G-protein coupled receptor signaling pathway,GO:0008285~negative regulation of cell proliferation,GO:0019216~regulation of lipid metabolic process,GO:0030148~sphingolipid biosynthetic process,GO:0030518~intracellular steroid hormone receptor signaling pathway,GO:0030521~androgen receptor signaling pathway,GO:0046839~phospholipid dephosphorylation,	GO:0005886~plasma membrane,GO:0005901~caveola,GO:0016020~membrane,GO:0016324~apical plasma membrane,GO:0045121~membrane raft,GO:0070062~extracellular exosome,	GO:0000810~diacylglycerol diphosphate phosphatase activity,GO:0005515~protein binding,GO:0008195~phosphatidate phosphatase activity,GO:0042392~sphingosine-1-phosphate phosphatase activity,GO:0042577~lipid phosphatase activity,	IPR000326:P_Acid_Pase_2/haloperoxidase,IPR036938:P_Acid_Pase_2/haloperoxi_sf,IPR043216:PA_PP_rel,	hsa00561:Glycerolipid metabolism,hsa00564:Glycerophospholipid metabolism,hsa00565:Ether lipid metabolism,hsa00600:Sphingolipid metabolism,hsa01100:Metabolic pathways,hsa04072:Phospholipase D signaling pathway,hsa04666:Fc gamma R-mediated phagocytosis,hsa04975:Fat digestion and absorption,hsa05231:Choline metabolism in cancer,			SM00014:acidPPc,	KW-0443~Lipid metabolism,	KW-0472~Membrane,KW-1003~Cell membrane,			KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0378~Hydrolase,	KW-0325~Glycoprotein,	ACT_SITE:Nucleophile,ACT_SITE:Proton donors,CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Polar residues,MOTIF:PDZ-binding; involved in localization to the apical cell membrane,MUTAGEN:R->K: Decreased lipid phosphatase activity.,REGION:Disordered,REGION:Phosphatase sequence motif I,REGION:Phosphatase sequence motif II,REGION:Phosphatase sequence motif III,SITE:Stabilizes the active site histidine for nucleophilic attack,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
Q5U3U0	phytanoyl-CoA dioxygenase domain containing 1(phyhd1)	Danio rerio					GO:0016491~oxidoreductase activity,GO:0016706~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors,GO:0046872~metal ion binding,GO:0051213~dioxygenase activity,	IPR008775:Phytyl_CoA_dOase-like,										KW-0408~Iron,KW-0479~Metal-binding,	KW-0223~Dioxygenase,KW-0560~Oxidoreductase,
Q9PU36	piccolo presynaptic cytomatrix protein(PCLO)	Gallus gallus			GO:0007010~cytoskeleton organization,GO:0035418~protein localization to synapse,GO:1904071~presynaptic active zone assembly,	GO:0016020~membrane,GO:0030424~axon,GO:0042995~cell projection,GO:0043226~organelle,GO:0045202~synapse,GO:0048786~presynaptic active zone,GO:0048788~cytoskeleton of presynaptic active zone,GO:0098978~glutamatergic synapse,GO:0098982~GABA-ergic synapse,	GO:0005509~calcium ion binding,GO:0005515~protein binding,GO:0005522~profilin binding,GO:0005544~calcium-dependent phospholipid binding,GO:0046872~metal ion binding,GO:0098882~structural constituent of presynaptic active zone,	IPR000008:C2_dom,IPR001478:PDZ,IPR001565:Synaptotagmin,IPR008899:Znf_piccolo,IPR011011:Znf_FYVE_PHD,IPR013083:Znf_RING/FYVE/PHD,IPR035892:C2_domain_sf,IPR036034:PDZ_sf,IPR042720:PCLO_FYVE1,				SM00228:PDZ,SM00239:C2,		KW-0770~Synapse,KW-0966~Cell projection,			KW-0175~Coiled coil,KW-0677~Repeat,KW-0863~Zinc-finger,	KW-0106~Calcium,KW-0111~Calcium/phospholipid-binding,KW-0479~Metal-binding,KW-0862~Zinc,			COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,COMPBIAS:Pro residues,DOMAIN:C2,DOMAIN:C2 1,DOMAIN:C2 2,DOMAIN:PDZ,REGION:10 X 10 AA tandem approximate repeats of P-A-K-P-Q-P-Q-Q-P-X,REGION:Disordered,ZN_FING:C4-type,
P79749	platelet-derived growth factor receptor, beta polypeptide(pdgfrb)	Takifugu rubripes			GO:0001525~angiogenesis,GO:0006468~protein phosphorylation,GO:0006935~chemotaxis,GO:0007275~multicellular organism development,GO:0014911~positive regulation of smooth muscle cell migration,GO:0016310~phosphorylation,GO:0033674~positive regulation of kinase activity,GO:0048008~platelet-derived growth factor receptor signaling pathway,GO:0060326~cell chemotaxis,	GO:0005886~plasma membrane,GO:0031410~cytoplasmic vesicle,GO:0043202~lysosomal lumen,GO:0043235~receptor complex,	GO:0004714~transmembrane receptor protein tyrosine kinase activity,GO:0005019~platelet-derived growth factor beta-receptor activity,GO:0005524~ATP binding,GO:0048407~platelet-derived growth factor binding,	IPR000719:Prot_kinase_dom,IPR001245:Ser-Thr/Tyr_kinase_cat_dom,IPR003598:Ig_sub2,IPR003599:Ig_sub,IPR007110:Ig-like_dom,IPR008266:Tyr_kinase_AS,IPR011009:Kinase-like_dom_sf,IPR013098:Ig_I-set,IPR013783:Ig-like_fold,IPR017441:Protein_kinase_ATP_BS,IPR020635:Tyr_kinase_cat_dom,IPR027288:PGFRB,IPR036179:Ig-like_dom_sf,	tru04010:MAPK signaling pathway,tru04020:Calcium signaling pathway,tru04510:Focal adhesion,tru04540:Gap junction,tru04810:Regulation of actin cytoskeleton,		PIRSF000615:TyrPK_CSF1-R,PIRSF500948:Beta-PDGF_receptor,	SM00219:TyrKc,SM00408:IGc2,SM00409:IG,	KW-0145~Chemotaxis,	KW-0458~Lysosome,KW-0472~Membrane,KW-0968~Cytoplasmic vesicle,KW-1003~Cell membrane,			KW-0393~Immunoglobulin domain,KW-0677~Repeat,KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0067~ATP-binding,KW-0460~Magnesium,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,	KW-0217~Developmental protein,KW-0418~Kinase,KW-0675~Receptor,KW-0808~Transferase,KW-0829~Tyrosine-protein kinase,KW-9996~Developmental protein,	KW-0325~Glycoprotein,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1015~Disulfide bond,	ACT_SITE:Proton acceptor,CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Basic and acidic residues,DOMAIN:Ig-like,DOMAIN:Ig-like C2-type 1,DOMAIN:Ig-like C2-type 2,DOMAIN:Ig-like C2-type 3,DOMAIN:Protein kinase,REGION:Disordered,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
Q96PX9	pleckstrin homology and RhoGEF domain containing G4B(PLEKHG4B)	Homo sapiens			GO:0007411~axon guidance,GO:0051056~regulation of small GTPase mediated signal transduction,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0019898~extrinsic component of membrane,	GO:0005085~guanyl-nucleotide exchange factor activity,GO:0005515~protein binding,	IPR000219:DH-domain,IPR001849:PH_domain,IPR011993:PH-like_dom_sf,IPR035899:DBL_dom_sf,IPR036865:CRAL-TRIO_dom_sf,				SM00233:PH,SM00325:RhoGEF,									COMPBIAS:Polar residues,DOMAIN:DH,DOMAIN:PH,REGION:Disordered,
P70206	plexin A1(Plxna1)	Mus musculus			GO:0007162~negative regulation of cell adhesion,GO:0008360~regulation of cell shape,GO:0014910~regulation of smooth muscle cell migration,GO:0021628~olfactory nerve formation,GO:0021828~gonadotrophin-releasing hormone neuronal migration to the hypothalamus,GO:0030334~regulation of cell migration,GO:0043087~regulation of GTPase activity,GO:0050772~positive regulation of axonogenesis,GO:0060666~dichotomous subdivision of terminal units involved in salivary gland branching,GO:0071526~semaphorin-plexin signaling pathway,GO:0097485~neuron projection guidance,GO:1902287~semaphorin-plexin signaling pathway involved in axon guidance,GO:1990138~neuron projection extension,	GO:0002116~semaphorin receptor complex,GO:0005654~nucleoplasm,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0016020~membrane,	GO:0005515~protein binding,GO:0017154~semaphorin receptor activity,	IPR001627:Semap_dom,IPR002165:Plexin_repeat,IPR002909:IPT_dom,IPR008936:Rho_GTPase_activation_prot,IPR013548:Plexin_cytoplasmic_RasGAP_dom,IPR013783:Ig-like_fold,IPR014756:Ig_E-set,IPR015943:WD40/YVTN_repeat-like_dom_sf,IPR016201:PSI,IPR031148:Plexin,IPR036352:Semap_dom_sf,IPR041019:TIG1_plexin,IPR041362:TIG2_plexin,IPR042744:Plexin-A1_Sema,IPR046800:Plexin_RBD,	mmu04360:Axon guidance,			SM00423:PSI,SM00429:IPT,SM00630:Sema,		KW-0472~Membrane,KW-1003~Cell membrane,			KW-0175~Coiled coil,KW-0677~Repeat,KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,			KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:IPT/TIG,DOMAIN:IPT/TIG 1,DOMAIN:IPT/TIG 2,DOMAIN:IPT/TIG 3,DOMAIN:IPT/TIG 4,DOMAIN:Sema,MUTAGEN:KRK->AAA: Loss of interaction with FARP2.,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
Q6BEA0	plexin A4(plxna4)	Danio rerio			GO:0001763~morphogenesis of a branching structure,GO:0007162~negative regulation of cell adhesion,GO:0007411~axon guidance,GO:0007414~axonal defasciculation,GO:0008360~regulation of cell shape,GO:0030334~regulation of cell migration,GO:0043087~regulation of GTPase activity,GO:0050772~positive regulation of axonogenesis,GO:0071526~semaphorin-plexin signaling pathway,GO:1902287~semaphorin-plexin signaling pathway involved in axon guidance,	GO:0002116~semaphorin receptor complex,GO:0005886~plasma membrane,GO:0016020~membrane,	GO:0017154~semaphorin receptor activity,	IPR001627:Semap_dom,IPR002165:Plexin_repeat,IPR002909:IPT_dom,IPR008936:Rho_GTPase_activation_prot,IPR013548:Plexin_cytoplasmic_RasGAP_dom,IPR013783:Ig-like_fold,IPR014756:Ig_E-set,IPR015943:WD40/YVTN_repeat-like_dom_sf,IPR016201:PSI,IPR031148:Plexin,IPR036352:Semap_dom_sf,IPR041019:TIG1_plexin,IPR041362:TIG2_plexin,IPR046800:Plexin_RBD,				SM00423:PSI,SM00429:IPT,SM00630:Sema,		KW-0472~Membrane,KW-1003~Cell membrane,			KW-0175~Coiled coil,KW-0677~Repeat,KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0217~Developmental protein,KW-0675~Receptor,KW-9996~Developmental protein,	KW-0325~Glycoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:IPT/TIG 1,DOMAIN:IPT/TIG 2,DOMAIN:IPT/TIG 3,DOMAIN:IPT/TIG 4,DOMAIN:PSI 1,DOMAIN:PSI 2,DOMAIN:PSI 3,DOMAIN:Sema,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
P62205	polo like kinase 1(plk1)	Xenopus tropicalis			GO:0000278~mitotic cell cycle,GO:0006099~tricarboxylic acid cycle,GO:0006468~protein phosphorylation,GO:0007049~cell cycle,GO:0007052~mitotic spindle organization,GO:0007095~mitotic G2 DNA damage checkpoint,GO:0016310~phosphorylation,GO:0051301~cell division,GO:0071168~protein localization to chromatin,	GO:0000776~kinetochore,GO:0000922~spindle pole,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005819~spindle,GO:0005856~cytoskeleton,GO:0030496~midbody,	GO:0000166~nucleotide binding,GO:0004591~oxoglutarate dehydrogenase (succinyl-transferring) activity,GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0005524~ATP binding,GO:0016301~kinase activity,GO:0016740~transferase activity,GO:0030976~thiamine pyrophosphate binding,	IPR000719:Prot_kinase_dom,IPR000959:POLO_box_dom,IPR008271:Ser/Thr_kinase_AS,IPR011009:Kinase-like_dom_sf,IPR011603:2oxoglutarate_DH_E1,IPR017441:Protein_kinase_ATP_BS,IPR031717:KGD_C,IPR032106:2-oxogl_dehyd_N,IPR033695:POLO_box_2,IPR033701:POLO_box_1,IPR033702:PLK1_cat,IPR036947:POLO_box_dom_sf,IPR042179:KGD_C_sf,	xtr04068:FoxO signaling pathway,xtr04110:Cell cycle,xtr04114:Oocyte meiosis,xtr04914:Progesterone-mediated oocyte maturation,			SM00220:S_TKc,	KW-0131~Cell cycle,KW-0132~Cell division,KW-0498~Mitosis,	KW-0206~Cytoskeleton,KW-0539~Nucleus,KW-0963~Cytoplasm,			KW-0677~Repeat,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,KW-0786~Thiamine pyrophosphate,	KW-0418~Kinase,KW-0560~Oxidoreductase,KW-0723~Serine/threonine-protein kinase,KW-0808~Transferase,	KW-0597~Phosphoprotein,	ACT_SITE:Proton acceptor,DOMAIN:2-oxoglutarate dehydrogenase E1 component N-terminal,DOMAIN:Multifunctional 2-oxoglutarate metabolism enzyme C-terminal,DOMAIN:POLO box 1,DOMAIN:POLO box 2,DOMAIN:Protein kinase,MOTIF:D-box that targets the protein for proteasomal degradation in anaphase,REGION:Activation loop,REGION:Disordered,REGION:Important for interaction with phosphorylated proteins,REGION:Linker,
Q13310	poly(A) binding protein cytoplasmic 4(PABPC4)	Homo sapiens			GO:0006396~RNA processing,GO:0006401~RNA catabolic process,GO:0006412~translation,GO:0007596~blood coagulation,GO:0043488~regulation of mRNA stability,GO:0061515~myeloid cell development,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0010494~cytoplasmic stress granule,GO:1990904~ribonucleoprotein complex,	GO:0003723~RNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0005515~protein binding,GO:0008143~poly(A) binding,GO:0008266~poly(U) RNA binding,	IPR000504:RRM_dom,IPR002004:PABP_HYD,IPR003954:RRM_dom_euk,IPR006515:PABP_1234,IPR012677:Nucleotide-bd_a/b_plait_sf,IPR034364:PABP_RRM1,IPR035979:RBD_domain_sf,IPR036053:PABP-dom,IPR045305:RRM2_I_PABPs,	hsa03015:mRNA surveillance pathway,hsa03018:RNA degradation,			SM00360:RRM,SM00361:RRM_1,SM00517:PolyA,		KW-0963~Cytoplasm,			KW-0677~Repeat,		KW-0694~RNA-binding,	KW-0488~Methylation,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	COMPBIAS:Polar residues,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2); alternate,DOMAIN:PABC,DOMAIN:RRM,DOMAIN:RRM 1,DOMAIN:RRM 2,DOMAIN:RRM 3,DOMAIN:RRM 4,REGION:Disordered,
F1QB54	poly(A) binding protein, cytoplasmic 1a(pabpc1a)	Danio rerio			GO:0006397~mRNA processing,GO:0006412~translation,GO:0006417~regulation of translation,GO:0007507~heart development,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0010494~cytoplasmic stress granule,GO:1990904~ribonucleoprotein complex,	GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0005515~protein binding,GO:0008143~poly(A) binding,GO:0008266~poly(U) RNA binding,	IPR000504:RRM_dom,IPR002004:PABP_HYD,IPR003954:RRM_dom_euk,IPR006515:PABP_1234,IPR012677:Nucleotide-bd_a/b_plait_sf,IPR034364:PABP_RRM1,IPR035979:RBD_domain_sf,IPR036053:PABP-dom,IPR045305:RRM2_I_PABPs,	dre03015:mRNA surveillance pathway,dre03018:RNA degradation,			SM00360:RRM,SM00361:RRM_1,SM00517:PolyA,	KW-0507~mRNA processing,KW-0648~Protein biosynthesis,KW-0810~Translation regulation,	KW-0963~Cytoplasm,			KW-0677~Repeat,		KW-0694~RNA-binding,		DOMAIN:PABC,DOMAIN:RRM 1,DOMAIN:RRM 2,DOMAIN:RRM 3,DOMAIN:RRM 4,
Q9H0J9	poly(ADP-ribose) polymerase family member 12(PARP12)	Homo sapiens			GO:0070213~protein auto-ADP-ribosylation,	GO:0005634~nucleus,	GO:0003723~RNA binding,GO:0003950~NAD+ ADP-ribosyltransferase activity,GO:0016779~nucleotidyltransferase activity,GO:0046872~metal ion binding,GO:1990404~protein ADP-ribosylase activity,	IPR000571:Znf_CCCH,IPR004170:WWE-dom,IPR012317:Poly(ADP-ribose)pol_cat_dom,IPR036388:WH-like_DNA-bd_sf,IPR037197:WWE_dom_sf,				SM00356:ZnF_C3H1,		KW-0539~Nucleus,			KW-0677~Repeat,KW-0863~Zinc-finger,	KW-0479~Metal-binding,KW-0520~NAD,KW-0862~Zinc,	KW-0328~Glycosyltransferase,KW-0548~Nucleotidyltransferase,KW-0808~Transferase,	KW-0013~ADP-ribosylation,KW-0597~Phosphoprotein,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,DOMAIN:C3H1-type,DOMAIN:PARP catalytic,DOMAIN:WWE,DOMAIN:WWE 1,DOMAIN:WWE 2,REGION:Disordered,ZN_FING:C3H1-type,ZN_FING:C3H1-type 1,ZN_FING:C3H1-type 2,ZN_FING:C3H1-type 3,ZN_FING:C3H1-type 4,
Q2HJG2	poly(U) binding splicing factor 60(PUF60)	Bos taurus			GO:0000380~alternative mRNA splicing, via spliceosome,GO:0000381~regulation of alternative mRNA splicing, via spliceosome,GO:0006376~mRNA splice site selection,GO:0006397~mRNA processing,GO:0006915~apoptotic process,GO:0008380~RNA splicing,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0030054~cell junction,GO:0071011~precatalytic spliceosome,GO:0071013~catalytic step 2 spliceosome,GO:1990904~ribonucleoprotein complex,	GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0042802~identical protein binding,	IPR000504:RRM_dom,IPR003954:RRM_dom_euk,IPR006532:PUF60-like,IPR012677:Nucleotide-bd_a/b_plait_sf,IPR034209:PUF60_RRM1,IPR034211:PUF60_RRM2,IPR034212:PUF60_RRM3,IPR035979:RBD_domain_sf,	bta03040:Spliceosome,			SM00360:RRM,SM00361:RRM_1,	KW-0053~Apoptosis,KW-0507~mRNA processing,KW-0508~mRNA splicing,KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0539~Nucleus,			KW-0677~Repeat,		KW-0238~DNA-binding,KW-0678~Repressor,KW-0687~Ribonucleoprotein,KW-0694~RNA-binding,	KW-0007~Acetylation,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	COMPBIAS:Basic and acidic residues,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),DOMAIN:RRM,DOMAIN:RRM 1,DOMAIN:RRM 2,DOMAIN:RRM 3; atypical,REGION:Disordered,REGION:Inhibits homodimerization,REGION:Inhibits transcriptional repression, interaction with ERCC3 and apoptosis induction,
Q9WVF7	polymerase (DNA directed), epsilon(Pole)	Mus musculus			GO:0000082~G1/S transition of mitotic cell cycle,GO:0000278~mitotic cell cycle,GO:0000731~DNA synthesis involved in DNA repair,GO:0006260~DNA replication,GO:0006261~DNA-dependent DNA replication,GO:0006272~leading strand elongation,GO:0006281~DNA repair,GO:0006287~base-excision repair, gap-filling,GO:0006297~nucleotide-excision repair, DNA gap filling,GO:0006974~cellular response to DNA damage stimulus,GO:0045004~DNA replication proofreading,GO:0048568~embryonic organ development,GO:0071897~DNA biosynthetic process,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005886~plasma membrane,GO:0008622~epsilon DNA polymerase complex,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003682~chromatin binding,GO:0003887~DNA-directed DNA polymerase activity,GO:0008270~zinc ion binding,GO:0008310~single-stranded DNA 3'-5' exodeoxyribonuclease activity,GO:0016740~transferase activity,GO:0016779~nucleotidyltransferase activity,GO:0016787~hydrolase activity,GO:0046872~metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,	IPR006133:DNA-dir_DNA_pol_B_exonuc,IPR006134:DNA-dir_DNA_pol_B_multi_dom,IPR006172:DNA-dir_DNA_pol_B,IPR012337:RNaseH-like_sf,IPR013697:DNA_pol_e_suA_C,IPR023211:DNA_pol_palm_dom_sf,IPR029703:POL2,IPR036397:RNaseH_sf,IPR042087:DNA_pol_B_thumb,IPR043502:DNA/RNA_pol_sf,	mmu03030:DNA replication,mmu03410:Base excision repair,mmu03420:Nucleotide excision repair,			SM00486:POLBc,SM01159:DUF1744,	KW-0227~DNA damage,KW-0234~DNA repair,KW-0235~DNA replication,	KW-0539~Nucleus,			KW-0863~Zinc-finger,	KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,KW-0862~Zinc,	KW-0238~DNA-binding,KW-0239~DNA-directed DNA polymerase,KW-0378~Hydrolase,KW-0548~Nucleotidyltransferase,KW-0808~Transferase,	KW-0597~Phosphoprotein,	COMPBIAS:Acidic residues,COMPBIAS:Polar residues,DOMAIN:DNA polymerase epsilon catalytic subunit A C-terminal,DOMAIN:DNA-directed DNA polymerase family B exonuclease,DOMAIN:DNA-directed DNA polymerase family B multifunctional,MOTIF:CysB motif,REGION:Disordered,ZN_FING:CysA-type,
P58392	potassium calcium-activated channel subfamily N member 3(KCNN3)	Sus scrofa			GO:0071805~potassium ion transmembrane transport,	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0043005~neuron projection,GO:0043025~neuronal cell body,	GO:0005242~inward rectifier potassium channel activity,GO:0005516~calmodulin binding,GO:0016286~small conductance calcium-activated potassium channel activity,	IPR004178:CaM-bd_dom,IPR013099:K_chnl_dom,IPR015449:K_chnl_Ca-activ_SK,IPR036122:CaM-bd_dom_sf,	ssc04911:Insulin secretion,ssc04929:GnRH secretion,			SM01053:CaMBD,	KW-0406~Ion transport,KW-0813~Transport,	KW-0472~Membrane,			KW-0175~Coiled coil,KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0112~Calmodulin-binding,KW-0407~Ion channel,	KW-0597~Phosphoprotein,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,COMPBIAS:Pro residues,DOMAIN:Calmodulin-binding,INTRAMEM:Pore-forming; Name=Segment H5,REGION:Calmodulin-binding,REGION:Disordered,TRANSMEM:Helical,TRANSMEM:Helical; Name=Segment S1,TRANSMEM:Helical; Name=Segment S2,TRANSMEM:Helical; Name=Segment S3,TRANSMEM:Helical; Name=Segment S4,TRANSMEM:Helical; Name=Segment S5,TRANSMEM:Helical; Name=Segment S6,
Q8R4G8	potassium channel tetramerization domain containing 1(Kctd1)	Rattus norvegicus			GO:0034220~ion transmembrane transport,GO:0045892~negative regulation of transcription, DNA-templated,GO:0051260~protein homooligomerization,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005829~cytosol,GO:0034451~centriolar satellite,GO:0045171~intercellular bridge,	GO:0003714~transcription corepressor activity,GO:0008134~transcription factor binding,GO:0042802~identical protein binding,	IPR000210:BTB/POZ_dom,IPR003131:T1-type_BTB,IPR011333:SKP1/BTB/POZ_sf,IPR021893:DUF3504,IPR048595:KCTD1-15-like_C,IPR048599:BTB_POZ_KCTD1,				SM00225:BTB,	KW-0406~Ion transport,KW-0804~Transcription,KW-0805~Transcription regulation,KW-0813~Transport,	KW-0539~Nucleus,					KW-0407~Ion channel,KW-0678~Repressor,	KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,	COMPBIAS:Acidic residues,COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,DOMAIN:BTB,DOMAIN:BTB/POZ,REGION:Disordered,
Q9JL58	potassium two pore domain channel subfamily K member 9(Kcnk9)	Cavia porcellus			GO:0030322~stabilization of membrane potential,GO:0071805~potassium ion transmembrane transport,GO:1990573~potassium ion import across plasma membrane,	GO:0005886~plasma membrane,GO:0016020~membrane,	GO:0005249~voltage-gated potassium channel activity,GO:0005267~potassium channel activity,GO:0015271~outward rectifier potassium channel activity,GO:0022841~potassium ion leak channel activity,	IPR003092:2pore_dom_K_chnl_TASK,IPR003280:2pore_dom_K_chnl,IPR005407:KCNK9,IPR013099:K_chnl_dom,	cpoc04925:Aldosterone synthesis and secretion,		PIRSF038061:K_channel_subfamily_K_type,		KW-0406~Ion transport,KW-0633~Potassium transport,KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,			KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0630~Potassium,	KW-0407~Ion channel,KW-0631~Potassium channel,	KW-0325~Glycoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:Potassium channel,INTRAMEM:Pore-forming; Name=Pore-forming 1,INTRAMEM:Pore-forming; Name=Pore-forming 2,MUTAGEN:H->N,Y: Reduces sensitivity to alterations in external pH.,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,
Q05037	potassium voltage-gated channel subfamily A member 4(KCNA4)	Bos taurus			GO:0051260~protein homooligomerization,GO:0071805~potassium ion transmembrane transport,	GO:0005886~plasma membrane,GO:0008076~voltage-gated potassium channel complex,GO:0016020~membrane,GO:0030424~axon,GO:0043194~axon initial segment,GO:0043197~dendritic spine,	GO:0005249~voltage-gated potassium channel activity,GO:0005251~delayed rectifier potassium channel activity,GO:0005515~protein binding,GO:0030955~potassium ion binding,GO:0099508~voltage-gated ion channel activity involved in regulation of presynaptic membrane potential,	IPR000210:BTB/POZ_dom,IPR003131:T1-type_BTB,IPR003968:K_chnl_volt-dep_Kv,IPR003972:K_chnl_volt-dep_Kv1,IPR005821:Ion_trans_dom,IPR011333:SKP1/BTB/POZ_sf,IPR012897:K_chnl_volt-dep_Kv1.4_TID,IPR020467:K_chnl_volt-dep_Kv1.4,IPR027359:Volt_channel_dom_sf,IPR037065:K_chnl_volt-dep_Kv1.4_TID_sf,	bta04927:Cortisol synthesis and secretion,bta04934:Cushing syndrome,			SM00225:BTB,	KW-0406~Ion transport,KW-0633~Potassium transport,KW-0813~Transport,	KW-0472~Membrane,KW-0966~Cell projection,KW-1003~Cell membrane,			KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0630~Potassium,	KW-0407~Ion channel,KW-0631~Potassium channel,KW-0851~Voltage-gated channel,	KW-0325~Glycoprotein,KW-0597~Phosphoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,COMPBIAS:Acidic residues,COMPBIAS:Basic residues,DOMAIN:BTB,INTRAMEM:Helical; Name=Pore helix,MOTIF:PDZ-binding,MOTIF:Selectivity filter,REGION:Disordered,REGION:S4-S5 linker,TOPO_DOM:Cytoplasmic,TOPO_DOM:Extracellular,TRANSMEM:Helical,TRANSMEM:Helical; Name=Segment S1,TRANSMEM:Helical; Name=Segment S2,TRANSMEM:Helical; Name=Segment S3,TRANSMEM:Helical; Name=Segment S5,TRANSMEM:Helical; Name=Segment S6,TRANSMEM:Helical; Voltage-sensor; Name=Segment S4,
