""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"V3"	"V13"	"Protein.names"	"Organism"	"Gene.Ontology..biological.process."	"Gene.Ontology.IDs"
"3024"	"XM_060072234.1"	26.4658993221195	0.837200610223028	0.285349876373046	2.93120780763616	0.00337646833086794	0.0158778205516051	"A5PLF5"	5.64e-109	"TM2 domain-containing protein 3"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	""	"GO:0016020"
"3025"	"XM_060037697.1"	136.337175122907	-1.3299716439743	0.393565092152199	-3.39816232022526	0.000678401555168171	0.00402296351880155	"A0A0R4I9Y1"	0	"E3 ubiquitin-protein ligase rnf213-beta (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-beta) (EC 2.3.2.-) (Mysterin-B) (Mysterin-beta) (RING finger protein 213-B) (RING finger protein 213-beta)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"defense response to bacterium [GO:0042742]; immune system process [GO:0002376]; lipid droplet formation [GO:0140042]; lipid ubiquitination [GO:0120323]; negative regulation of non-canonical Wnt signaling pathway [GO:2000051]; protein K63-linked ubiquitination [GO:0070534]; regulation of lipid metabolic process [GO:0019216]; sprouting angiogenesis [GO:0002040]; ubiquitin-dependent protein catabolic process [GO:0006511]; xenophagy [GO:0098792]"	"GO:0002040; GO:0002376; GO:0004842; GO:0005524; GO:0005730; GO:0005811; GO:0005829; GO:0006511; GO:0016887; GO:0019216; GO:0042742; GO:0046872; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042; GO:2000051"
"3026"	"XM_060045151.1"	105.921820490194	-1.19022333524921	0.151796790556647	-7.83647310084604	4.63377560035025e-15	2.20366250072309e-13	"Q3UA37"	0	"Transcriptional regulator QRICH1 (Glutamine-rich protein 1)"	"Mus musculus (Mouse)"	"endoplasmic reticulum unfolded protein response [GO:0030968]; integrated stress response signaling [GO:0140467]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; kidney development [GO:0001822]; PERK-mediated unfolded protein response [GO:0036499]; positive regulation of apoptotic process [GO:0043065]; positive regulation of DNA-templated transcription [GO:0045893]; response to endoplasmic reticulum stress [GO:0034976]"	"GO:0001822; GO:0003677; GO:0005634; GO:0005654; GO:0005737; GO:0005886; GO:0030968; GO:0034976; GO:0036499; GO:0043065; GO:0045893; GO:0070059; GO:0140467"
"3027"	"XM_060055437.1"	1322.9846899769	-0.653344934229431	0.0728616037152536	-8.96683592672497	3.05154182961116e-19	2.35885261712274e-17	"Q9YH26"	0	"Sodium/potassium-transporting ATPase subunit alpha-1 (Na(+)/K(+) ATPase alpha-1 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-1)"	"Oreochromis mossambicus (Mozambique tilapia) (Tilapia mossambica)"	""	"GO:0005391; GO:0005524; GO:0005886; GO:0016020; GO:0016887; GO:0042383; GO:0046872"
"3028"	"XM_060058815.1"	57.3651927750961	1.04607888892053	0.41831331769241	2.55876664626535	0.0105044226922763	0.0407871407199569	"Q803I4"	0	"E3 ubiquitin-protein ligase RING2 (EC 2.3.2.27) (RING finger protein 1B) (RING1b) (RING finger protein 2) (RING-type E3 ubiquitin transferase RING2)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"embryonic cranial skeleton morphogenesis [GO:0048701]; histone H2A monoubiquitination [GO:0035518]; histone H2A-K119 monoubiquitination [GO:0036353]; negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator [GO:1902254]; negative regulation of transcription by RNA polymerase II [GO:0000122]; pectoral fin development [GO:0033339]; regulation of chondrocyte differentiation [GO:0032330]; retina morphogenesis in camera-type eye [GO:0060042]"	"GO:0000122; GO:0000151; GO:0003682; GO:0005634; GO:0005694; GO:0005737; GO:0031519; GO:0032330; GO:0033339; GO:0035102; GO:0035518; GO:0036353; GO:0046872; GO:0048701; GO:0060042; GO:0061630; GO:0071339; GO:1902254"
"3029"	"XM_060067985.1"	4737.23756701975	-0.848768252432487	0.223580954811528	-3.796294848465	0.000146874799761935	0.00106356607732277	NA	NA	NA	NA	NA	NA
"3030"	"XM_060059073.1"	2199.8548371597	0.875853179443885	0.296763778850766	2.9517529665741	0.00315975608659073	0.0150267009022302	"Q98SV0"	1.18e-78	"Selenoprotein Pb (zSelPb)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"selenium compound metabolic process [GO:0001887]"	"GO:0001887; GO:0005576; GO:0008430"
"3031"	"XR_009523947.1"	13.1702638313566	0.838568531749834	0.303532950411386	2.75935348731058	0.00579158505323319	0.024969790032426	NA	NA	NA	NA	NA	NA
"3032"	"XM_060075060.1"	48.8589317658147	0.681130995629756	0.18959365982677	3.59199661879835	0.000328154108641895	0.00214161673050421	"P48960"	1.23e-95	"Adhesion G protein-coupled receptor E5 (Leukocyte antigen CD97) (CD antigen CD97) [Cleaved into: Adhesion G protein-coupled receptor E5 subunit alpha; Adhesion G protein-coupled receptor E5 subunit beta]"	"Homo sapiens (Human)"	"adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cell adhesion [GO:0007155]; cell surface receptor signaling pathway [GO:0007166]; cell-cell signaling [GO:0007267]; G protein-coupled receptor signaling pathway [GO:0007186]; immune response [GO:0006955]; inflammatory response [GO:0006954]"	"GO:0004888; GO:0004930; GO:0005509; GO:0005886; GO:0005925; GO:0006954; GO:0006955; GO:0007155; GO:0007166; GO:0007186; GO:0007189; GO:0007267; GO:0016020; GO:0030667; GO:0070062"
"3033"	"XM_060041573.1"	252.81409566167	0.639186273247559	0.16945209885145	3.77228966007517	0.000161756314072673	0.00115996224138982	"Q9DAC7"	1.71e-40	"Tetratricopeptide repeat protein 32 (TPR repeat protein 32)"	"Mus musculus (Mouse)"	""	""
"3034"	"XM_060035989.1"	45.2597441859215	1.71691783980722	0.357157374311762	4.80971093971025	1.51148714701263e-06	1.83085785315882e-05	"P22748"	1.67e-41	"Carbonic anhydrase 4 (EC 4.2.1.1) (Carbonate dehydratase IV) (Carbonic anhydrase IV) (CA-IV)"	"Homo sapiens (Human)"	"bicarbonate transport [GO:0015701]; one-carbon metabolic process [GO:0006730]"	"GO:0004089; GO:0005791; GO:0005793; GO:0005794; GO:0005802; GO:0005886; GO:0006730; GO:0008270; GO:0009897; GO:0009986; GO:0015701; GO:0016020; GO:0016324; GO:0016836; GO:0030658; GO:0030667; GO:0031526; GO:0048471; GO:0070062"
"3035"	"XM_060067493.1"	11.3924776185247	1.10001425165768	0.373757881560976	2.94249764438863	0.00325576262827947	0.0154296064246624	NA	NA	NA	NA	NA	NA
"3036"	"XM_060076305.1"	97.4983541935871	-1.4652347820656	0.2004480651533	-7.30551038392051	2.76216247595277e-13	1.04361081733925e-11	"B3DFV0"	8.66e-37	"LYR motif-containing protein 9"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	""	""
"3037"	"XM_060039845.1"	25.6957110671801	-1.6165665663538	0.282995867208422	-5.69576818355302	1.22817661178524e-08	2.19865724708789e-07	"Q8NBP5"	2.14e-155	"Major facilitator superfamily domain-containing protein 9"	"Homo sapiens (Human)"	""	"GO:0016020; GO:0022857"
"3038"	"XM_060066149.1"	9.05282675923407	1.71664004853245	0.286611236305738	5.93559867404639	2.92775173959154e-09	5.88131286090951e-08	"Q8BXL9"	2.08e-179	"Non-homologous end joining factor IFFO1 (NHEJ factor IFFO1) (Intermediate filament family orphan 1)"	"Mus musculus (Mouse)"	"DNA double-strand break attachment to nuclear envelope [GO:1990683]; double-strand break repair via nonhomologous end joining [GO:0006303]; protein localization to site of double-strand break [GO:1990166]"	"GO:0005637; GO:0005654; GO:0005882; GO:0006303; GO:0016363; GO:0035861; GO:1990166; GO:1990683"
"3039"	"XM_060060161.1"	46.4675008681554	1.06833048657521	0.193074581578642	5.53090594998378	3.18581111480066e-08	5.28376072383466e-07	"Q92523"	0	"Carnitine O-palmitoyltransferase 1, muscle isoform (CPT1-M) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, muscle isoform) (CPT I) (CPTI-M) (Carnitine palmitoyltransferase 1B) (Carnitine palmitoyltransferase I-like protein)"	"Homo sapiens (Human)"	"carnitine metabolic process [GO:0009437]; carnitine shuttle [GO:0006853]; fatty acid beta-oxidation [GO:0006635]; fatty acid metabolic process [GO:0006631]; long-chain fatty acid transport [GO:0015909]; response to blue light [GO:0009637]"	"GO:0004095; GO:0005739; GO:0005741; GO:0006631; GO:0006635; GO:0006853; GO:0009437; GO:0009637; GO:0015909"
"3040"	"XM_060039303.1"	25.7029297453454	1.31402994154034	0.417045146520653	3.22254981075442	0.00127055072403287	0.00694343433398526	"P39060"	1.55e-56	"Collagen alpha-1(XVIII) chain [Cleaved into: Endostatin; Non-collagenous domain 1 (NC1)]"	"Homo sapiens (Human)"	"angiogenesis [GO:0001525]; animal organ morphogenesis [GO:0009887]; cell adhesion [GO:0007155]; endothelial cell morphogenesis [GO:0001886]; extracellular matrix organization [GO:0030198]; negative regulation of cell population proliferation [GO:0008285]; visual perception [GO:0007601]"	"GO:0001525; GO:0001886; GO:0005201; GO:0005576; GO:0005581; GO:0005604; GO:0005615; GO:0005788; GO:0007155; GO:0007601; GO:0008285; GO:0009887; GO:0030198; GO:0031012; GO:0042802; GO:0046872; GO:0062023; GO:0070062"
"3041"	"XM_060052471.1"	78.6846947740764	1.35520947394171	0.1681837122938	8.0531219398429	8.07084221159398e-16	4.23399866237002e-14	"Q96L50"	1.64e-164	"Leucine-rich repeat protein 1 (4-1BB-mediated-signaling molecule) (4-1BBlrr) (LRR-repeat protein 1) (LRR-1) (Peptidylprolyl isomerase-like 5)"	"Homo sapiens (Human)"	"protein ubiquitination [GO:0016567]"	"GO:0005634; GO:0005829; GO:0016567"
"3042"	"XM_060075176.1"	98.3999720487033	1.41849790718123	0.396744083357603	3.6008353812905	0.00031719637332869	0.00207816348096389	"O35400"	2.99e-84	"Sulfotransferase 2B1 (EC 2.8.2.2) (Alcohol sulfotransferase) (Hydroxysteroid sulfotransferase 2) (Sulfotransferase family cytosolic 2B member 1) (ST2B1)"	"Mus musculus (Mouse)"	"3'-phosphoadenosine 5'-phosphosulfate metabolic process [GO:0050427]; cholesterol metabolic process [GO:0008203]; negative regulation of cell population proliferation [GO:0008285]; positive regulation of epidermal cell differentiation [GO:0045606]; steroid metabolic process [GO:0008202]; sulfate assimilation [GO:0000103]; sulfation [GO:0051923]"	"GO:0000103; GO:0003676; GO:0005634; GO:0005737; GO:0005783; GO:0005829; GO:0008146; GO:0008202; GO:0008203; GO:0008285; GO:0015485; GO:0036094; GO:0043231; GO:0045606; GO:0050294; GO:0050427; GO:0051922; GO:0051923; GO:1990239"
"3043"	"XR_009529931.1"	121.855545174258	-0.605946862141515	0.161261579157272	-3.75684897425291	0.000172066266268918	0.00122053230898147	NA	NA	NA	NA	NA	NA
"3044"	"XM_060038206.1"	41.59253620531	1.64723100463805	0.286049647212005	5.75558167596326	8.6343962059451e-09	1.58063641339962e-07	"Q9BYV1"	0	"Alanine--glyoxylate aminotransferase 2, mitochondrial (AGT 2) (EC 2.6.1.44) ((R)-3-amino-2-methylpropionate--pyruvate transaminase) (EC 2.6.1.40) (Beta-ALAAT II) (Beta-alanine-pyruvate aminotransferase) (D-AIBAT)"	"Homo sapiens (Human)"	"glycine biosynthetic process, by transamination of glyoxylate [GO:0019265]; glyoxylate catabolic process [GO:0009436]; L-alanine catabolic process, by transamination [GO:0019481]; positive regulation of nitric oxide biosynthetic process [GO:0045429]"	"GO:0005739; GO:0005759; GO:0008453; GO:0009436; GO:0019265; GO:0019481; GO:0030170; GO:0045429; GO:0047305"
"3045"	"XM_060041331.1"	11.5432026718591	0.935860717302411	0.254617578079282	3.66812468066524	0.000244336034622168	0.00165030361989183	"Q71U07"	1.15e-39	"Thrombomodulin (TM) (CD antigen CD141)"	"Saimiri sciureus (Common squirrel monkey)"	"blood coagulation [GO:0007596]"	"GO:0004888; GO:0005509; GO:0007596; GO:0016020"
"3046"	"XM_060070072.1"	36.7288152321896	-0.822154414815117	0.211994757338067	-3.87432995841676	0.000106918467288549	0.000802934565878578	"A4QP72"	4.72e-159	"Protein FAM83D"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"cell division [GO:0051301]; cell population proliferation [GO:0008283]; metaphase plate congression [GO:0051310]; positive regulation of cell cycle G1/S phase transition [GO:1902808]; protein localization to mitotic spindle [GO:1902480]; regulation of ERK1 and ERK2 cascade [GO:0070372]; regulation of TOR signaling [GO:0032006]; signal transduction [GO:0007165]"	"GO:0005737; GO:0005829; GO:0007165; GO:0008283; GO:0019901; GO:0032006; GO:0051301; GO:0051310; GO:0070372; GO:0097431; GO:1902480; GO:1902808"
"3047"	"XM_060059347.1"	14.3362209503797	-1.4678601169082	0.215136216594037	-6.77945980211391	1.20626053394764e-11	3.6049392678468e-10	"Q09632"	7.26e-76	"Uncharacterized oxidoreductase ZK1290.5 (EC 1.-.-.-)"	"Caenorhabditis elegans"	""	"GO:0004032; GO:0005829"
"3048"	"XM_060039902.1"	94.5684336084436	-0.890437863346735	0.34125895930326	-2.60957819026622	0.00906539262183161	0.0360048164479281	NA	NA	NA	NA	NA	NA
"3049"	"XM_060049008.1"	72.4380903395023	-0.952628758369478	0.263409665357221	-3.61581785125676	0.000299400853851238	0.00197637087472833	"O42266"	3.27e-137	"Parapinopsin"	"Ictalurus punctatus (Channel catfish) (Silurus punctatus)"	"phototransduction [GO:0007602]; visual perception [GO:0007601]"	"GO:0004930; GO:0007601; GO:0007602; GO:0009881; GO:0016020"
"3050"	"XM_060042162.1"	132.936976929039	0.74069689603434	0.288372254156769	2.56821979090395	0.010222231907931	0.0398541338830689	"Q8N7N6"	1.47e-43	"E3 ubiquitin ligase TRAF3IP2 (EC 2.3.2.27) (Adapter protein CIKS) (Connection to IKK and SAPK/JNK) (E3 ubiquitin-protein ligase CIKS) (Nuclear factor NF-kappa-B activator 1) (ACT1) (TRAF3-interacting protein 2)"	"Mus musculus (Mouse)"	"B cell affinity maturation [GO:0002344]; B cell apoptotic process [GO:0001783]; B cell homeostasis [GO:0001782]; B cell mediated immunity [GO:0019724]; CD40 signaling pathway [GO:0023035]; cellular response to cytokine stimulus [GO:0071345]; cellular response to interleukin-17 [GO:0097398]; cytokine-mediated signaling pathway [GO:0019221]; eosinophil homeostasis [GO:1990959]; eosinophil mediated immunity [GO:0002447]; establishment of T cell polarity [GO:0001768]; gene expression [GO:0010467]; heart development [GO:0007507]; humoral immune response [GO:0006959]; immune response [GO:0006955]; inflammatory response [GO:0006954]; interleukin-17-mediated signaling pathway [GO:0097400]; interleukin-17A-mediated signaling pathway [GO:0038173]; kidney development [GO:0001822]; leukocyte activation involved in inflammatory response [GO:0002269]; lymph node development [GO:0048535]; mRNA stabilization [GO:0048255]; mucus secretion [GO:0070254]; neutrophil activation [GO:0042119]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; protein import into nucleus [GO:0006606]; protein K63-linked ubiquitination [GO:0070534]; protein localization to nucleus [GO:0034504]; protein localization to P-body [GO:0110012]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; response to cytokine [GO:0034097]; response to xenobiotic stimulus [GO:0009410]; signal transduction involved in regulation of gene expression [GO:0023019]; skin development [GO:0043588]; spleen development [GO:0048536]; T cell activation [GO:0042110]; T cell differentiation [GO:0030217]; T-helper 17 type immune response [GO:0072538]; transitional two stage B cell differentiation [GO:0002334]; tumor necrosis factor-mediated signaling pathway [GO:0033209]; type 2 immune response [GO:0042092]"	"GO:0000209; GO:0001768; GO:0001782; GO:0001783; GO:0001822; GO:0002230; GO:0002269; GO:0002334; GO:0002344; GO:0002447; GO:0005102; GO:0005634; GO:0006606; GO:0006954; GO:0006955; GO:0006959; GO:0007507; GO:0009410; GO:0010467; GO:0016567; GO:0019221; GO:0019724; GO:0023019; GO:0023035; GO:0030217; GO:0031410; GO:0033209; GO:0034097; GO:0034504; GO:0038173; GO:0042092; GO:0042110; GO:0042119; GO:0043123; GO:0043588; GO:0048255; GO:0048535; GO:0048536; GO:0061630; GO:0070254; GO:0070534; GO:0071345; GO:0072538; GO:0097398; GO:0097400; GO:0110012; GO:1990959"
"3051"	"XM_060070804.1"	38.3673609976787	-0.844516314481412	0.11996374407013	-7.03380635463417	2.00974001924829e-12	6.66137464561753e-11	"Q9UGJ1"	0	"Gamma-tubulin complex component 4 (GCP-4) (hGCP4) (Gamma-ring complex protein 76 kDa) (h76p) (hGrip76)"	"Homo sapiens (Human)"	"cytoplasmic microtubule organization [GO:0031122]; meiotic cell cycle [GO:0051321]; microtubule nucleation [GO:0007020]; mitotic cell cycle [GO:0000278]; protein-containing complex assembly [GO:0065003]; spindle assembly [GO:0051225]"	"GO:0000278; GO:0000922; GO:0000923; GO:0000930; GO:0000931; GO:0005200; GO:0005813; GO:0005829; GO:0005874; GO:0007020; GO:0015630; GO:0016020; GO:0031122; GO:0043015; GO:0051225; GO:0051321; GO:0055037; GO:0065003"
"3052"	"XM_060066760.1"	20.0342221390406	0.766949187076195	0.280670617364624	2.73409419681388	0.00625521466994294	0.0266535013867689	"Q99928"	0	"Gamma-aminobutyric acid receptor subunit gamma-3 (GABA(A) receptor subunit gamma-3)"	"Homo sapiens (Human)"	"chemical synaptic transmission [GO:0007268]; chloride transmembrane transport [GO:1902476]; gamma-aminobutyric acid signaling pathway [GO:0007214]; ion transmembrane transport [GO:0034220]; nervous system process [GO:0050877]; regulation of membrane potential [GO:0042391]; regulation of postsynaptic membrane potential [GO:0060078]; response to xenobiotic stimulus [GO:0009410]; signal transduction [GO:0007165]; synaptic transmission, GABAergic [GO:0051932]"	"GO:0004890; GO:0005231; GO:0005237; GO:0005886; GO:0007165; GO:0007214; GO:0007268; GO:0009410; GO:0022851; GO:0030594; GO:0032590; GO:0034220; GO:0034707; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0050877; GO:0051932; GO:0060078; GO:0098794; GO:0098982; GO:1902476; GO:1902711; GO:1904315"
"3053"	"XM_060066713.1"	66.9741143079021	-1.13739305383112	0.185602976034357	-6.12548016150366	9.0410536244619e-10	1.96212389968977e-08	"Q8K3X3"	0	"GDP-mannose 4,6 dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase) (GMD)"	"Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)"	"'de novo' GDP-L-fucose biosynthetic process [GO:0042351]; GDP-mannose metabolic process [GO:0019673]; Notch signaling pathway [GO:0007219]"	"GO:0007219; GO:0008446; GO:0019673; GO:0042351; GO:0042802; GO:0070401"
"3054"	"XM_060058751.1"	362.558276477524	1.25680529400416	0.169691122874775	7.40591932909252	1.30244994407119e-13	5.16166575661255e-12	"A0A0R4IVA4"	0	"Dual specificity protein phosphatase CDC14AB (EC 3.1.3.16) (EC 3.1.3.48) (CDC14 cell division cycle 14 homolog AB)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"cell cycle [GO:0007049]; cell division [GO:0051301]; cilium assembly [GO:0060271]; microtubule cytoskeleton organization [GO:0000226]; positive regulation of cytokinesis [GO:0032467]; protein dephosphorylation [GO:0006470]; regulation of exit from mitosis [GO:0007096]"	"GO:0000226; GO:0000922; GO:0004722; GO:0004725; GO:0005730; GO:0005737; GO:0005813; GO:0006470; GO:0007049; GO:0007096; GO:0008138; GO:0017018; GO:0032467; GO:0051301; GO:0060271; GO:0072686; GO:1902636"
"3055"	"XM_060071188.1"	217.208244136674	-0.747912147767186	0.199176515178264	-3.75511271381763	0.000173263487400486	0.00122703530280771	"A1A5Y5"	0	"Tetratricopeptide repeat protein 39A (TPR repeat protein 39A)"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	""	""
"3056"	"XM_060069118.1"	243.712647260595	-1.10405824841602	0.170428510927149	-6.47710400511714	9.34997479640663e-11	2.40635351348461e-09	"P11966"	0	"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B) (EC 1.2.4.1)"	"Bos taurus (Bovine)"	"acetyl-CoA biosynthetic process from pyruvate [GO:0006086]; glucose metabolic process [GO:0006006]; tricarboxylic acid cycle [GO:0006099]"	"GO:0004739; GO:0005967; GO:0006006; GO:0006086; GO:0006099; GO:0045254"
"3057"	"XM_060054047.1"	316.070828597871	-0.995632687710698	0.350282856609285	-2.84432588502159	0.00445055026342017	0.0200288495294342	"Q5ZIQ3"	7.37e-125	"Heterogeneous nuclear ribonucleoprotein K (hnRNP K)"	"Gallus gallus (Chicken)"	"mRNA processing [GO:0006397]; negative regulation of DNA-templated transcription [GO:0045892]; regulation of gene expression [GO:0010468]; regulation of mRNA splicing, via spliceosome [GO:0048024]; regulation of transcription by RNA polymerase II [GO:0006357]; RNA splicing [GO:0008380]"	"GO:0000785; GO:0003677; GO:0003729; GO:0005634; GO:0005654; GO:0005681; GO:0005737; GO:0006357; GO:0006397; GO:0008380; GO:0010468; GO:0045892; GO:0048024; GO:1990904"
"3058"	"XM_060043048.1"	86.5777321889487	-1.11109291264352	0.330633421519577	-3.36061090108972	0.000777703015977809	0.0045465075300723	"O95398"	0	"Rap guanine nucleotide exchange factor 3 (Exchange factor directly activated by cAMP 1) (Exchange protein directly activated by cAMP 1) (EPAC 1) (Rap1 guanine-nucleotide-exchange factor directly activated by cAMP) (cAMP-regulated guanine nucleotide exchange factor I) (cAMP-GEFI)"	"Homo sapiens (Human)"	"adaptive immune response [GO:0002250]; angiogenesis [GO:0001525]; associative learning [GO:0008306]; cAMP-mediated signaling [GO:0019933]; cellular response to cAMP [GO:0071320]; establishment of endothelial barrier [GO:0061028]; negative regulation of syncytium formation by plasma membrane fusion [GO:0034242]; positive regulation of angiogenesis [GO:0045766]; positive regulation of GTPase activity [GO:0043547]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of protein acetylation [GO:1901985]; positive regulation of protein export from nucleus [GO:0046827]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of syncytium formation by plasma membrane fusion [GO:0060143]; Rap protein signal transduction [GO:0032486]; Ras protein signal transduction [GO:0007265]; regulation of actin cytoskeleton reorganization [GO:2000249]; signal transduction [GO:0007165]"	"GO:0001525; GO:0002250; GO:0005085; GO:0005886; GO:0005902; GO:0007165; GO:0007265; GO:0008306; GO:0012505; GO:0016020; GO:0019904; GO:0019933; GO:0030027; GO:0030175; GO:0030552; GO:0032486; GO:0033138; GO:0034242; GO:0043547; GO:0045766; GO:0046827; GO:0051496; GO:0060143; GO:0061028; GO:0070062; GO:0071320; GO:1901985; GO:2000249"
"3059"	"XM_060038269.1"	276.441978858586	-0.895680262802156	0.105056097722621	-8.52484108150697	1.53019759424867e-17	9.78789548882573e-16	"Q9Z1Z2"	1.52e-166	"Serine-threonine kinase receptor-associated protein (UNR-interacting protein)"	"Mus musculus (Mouse)"	"alternative mRNA splicing, via spliceosome [GO:0000380]; anatomical structure development [GO:0048856]; maintenance of gastrointestinal epithelium [GO:0030277]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; neuron differentiation [GO:0030182]; ribonucleoprotein complex assembly [GO:0022618]; spliceosomal snRNP assembly [GO:0000387]"	"GO:0000122; GO:0000380; GO:0000387; GO:0003723; GO:0003729; GO:0004857; GO:0005102; GO:0005634; GO:0005737; GO:0005829; GO:0022618; GO:0030182; GO:0030277; GO:0030512; GO:0032797; GO:0034719; GO:0048856; GO:0140416; GO:1990447"
"3060"	"XM_060044791.1"	93.6332013642328	2.00471925852852	0.402878767319223	5.074606706892	3.88298283405085e-07	5.2305500294148e-06	"Q92841"	0	"Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17) (DEAD box protein p72) (DEAD box protein p82) (RNA-dependent helicase p72)"	"Homo sapiens (Human)"	"alternative mRNA splicing, via spliceosome [GO:0000380]; androgen receptor signaling pathway [GO:0030521]; defense response to virus [GO:0051607]; epithelial to mesenchymal transition [GO:0001837]; immune system process [GO:0002376]; intracellular estrogen receptor signaling pathway [GO:0030520]; miRNA metabolic process [GO:0010586]; myoblast differentiation [GO:0045445]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of skeletal muscle cell differentiation [GO:2001014]; regulation of transcription by RNA polymerase II [GO:0006357]; RNA processing [GO:0006396]; RNA-mediated gene silencing [GO:0031047]; rRNA processing [GO:0006364]"	"GO:0000380; GO:0000381; GO:0001837; GO:0002376; GO:0003713; GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006357; GO:0006364; GO:0006396; GO:0008186; GO:0010586; GO:0016020; GO:0016607; GO:0016887; GO:0030520; GO:0030521; GO:0031047; GO:0045445; GO:0045944; GO:0051607; GO:1990904; GO:2001014"
"3061"	"XM_060061497.1"	91.7989655458213	-1.30367890555144	0.359762905839611	-3.62840460115091	0.000285178090627036	0.00189334018529804	"P31579"	1.82e-65	"Low choriolytic enzyme (EC 3.4.24.66) (Choriolysin L) (Hatching enzyme zinc-protease subunit LCE)"	"Oryzias latipes (Japanese rice fish) (Japanese killifish)"	"proteolysis [GO:0006508]"	"GO:0004222; GO:0006508; GO:0008270; GO:0042588"
"3062"	"XM_060044236.1"	104.529218496176	-0.768893943584246	0.176091518854062	-4.36540918326837	1.26885011644178e-05	0.00012137020178085	"Q09324"	9.23e-107	"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase (EC 2.4.1.102) (Core 2 beta-1,6-N-acetylglucosaminyltransferase) (C2GlcNAcT) (Core 2-branching enzyme) (Core2-GlcNAc-transferase) (C2GNT) (Leukocyte type core 2 beta-1,6-N-acetylglucosaminyltransferase) (C2GnT-L)"	"Mus musculus (Mouse)"	"cell adhesion molecule production [GO:0060352]; glycoprotein biosynthetic process [GO:0009101]; kidney morphogenesis [GO:0060993]; leukocyte tethering or rolling [GO:0050901]; O-glycan processing, core 2 [GO:0016268]; positive regulation of leukocyte tethering or rolling [GO:1903238]; response to insulin [GO:0032868]; tissue morphogenesis [GO:0048729]"	"GO:0000139; GO:0000166; GO:0003829; GO:0005615; GO:0005802; GO:0008375; GO:0009101; GO:0016268; GO:0031985; GO:0032868; GO:0048729; GO:0050901; GO:0060352; GO:0060993; GO:1903238"
"3063"	"XM_060052446.1"	15.612458438722	1.24775638217418	0.228120255497575	5.45887919682297	4.79149616908104e-08	7.62873145522684e-07	"Q6QHC5"	7.42e-176	"Sphingolipid delta(4)-desaturase/C4-monooxygenase DES2 (EC 1.14.18.5) (EC 1.14.19.17) (Degenerative spermatocyte homolog 2) (Sphingolipid 4-desaturase) (Sphingolipid C4-monooxygenase)"	"Homo sapiens (Human)"	"ceramide biosynthetic process [GO:0046513]; sphinganine metabolic process [GO:0006667]; sphingolipid biosynthetic process [GO:0030148]"	"GO:0000170; GO:0005789; GO:0006667; GO:0030148; GO:0042284; GO:0046513"
"3064"	"XR_009526367.1"	62.7729673037647	0.979550649695885	0.28192763389099	3.47299407714465	0.000514686713352107	0.00317431252926154	NA	NA	NA	NA	NA	NA
